'True Positives','False Negatives','False Positives','True Negatives','False Positive Rate','True Positive Rate',Precision,Recall,Fallout,FMeasure,'Sample Size',Lift,Threshold
62,1,665,19,0.972222,0.984127,0.085282,0.984127,0.914718,0.156962,0.973226,1.011201,0.008018
62,1,664,20,0.97076,0.984127,0.085399,0.984127,0.914601,0.157161,0.971888,1.012593,0.008177
62,1,663,21,0.969298,0.984127,0.085517,0.984127,0.914483,0.15736,0.970549,1.01399,0.008192
62,1,662,22,0.967836,0.984127,0.085635,0.984127,0.914365,0.15756,0.96921,1.015391,0.008199
62,1,661,23,0.966374,0.984127,0.085754,0.984127,0.914246,0.157761,0.967871,1.016795,0.008294
62,1,660,24,0.964912,0.984127,0.085873,0.984127,0.914127,0.157962,0.966533,1.018203,0.008528
62,1,659,25,0.96345,0.984127,0.085992,0.984127,0.914008,0.158163,0.965194,1.019616,0.008595
62,1,658,26,0.961988,0.984127,0.086111,0.984127,0.913889,0.158365,0.963855,1.021032,0.008842
62,1,657,27,0.960526,0.984127,0.086231,0.984127,0.913769,0.158568,0.962517,1.022452,0.008883
62,1,656,28,0.959064,0.984127,0.086351,0.984127,0.913649,0.158771,0.961178,1.023876,0.008892
62,1,655,29,0.957602,0.984127,0.086471,0.984127,0.913529,0.158974,0.959839,1.025304,0.009006
62,1,654,30,0.95614,0.984127,0.086592,0.984127,0.913408,0.159178,0.958501,1.026736,0.009054
62,1,653,31,0.954678,0.984127,0.086713,0.984127,0.913287,0.159383,0.957162,1.028172,0.009165
62,1,652,32,0.953216,0.984127,0.086835,0.984127,0.913165,0.159588,0.955823,1.029612,0.009332
62,1,651,33,0.951754,0.984127,0.086957,0.984127,0.913043,0.159794,0.954485,1.031056,0.009361
61,2,651,33,0.951754,0.968254,0.085674,0.968254,0.914326,0.157419,0.953146,1.015851,0.009512
61,2,650,34,0.950292,0.968254,0.085795,0.968254,0.914205,0.157623,0.951807,1.017279,0.009533
61,2,649,35,0.94883,0.968254,0.085915,0.968254,0.914085,0.157827,0.950469,1.018712,0.009591
61,2,648,36,0.947368,0.968254,0.086037,0.968254,0.913963,0.158031,0.94913,1.020149,0.009616
61,2,647,37,0.945906,0.968254,0.086158,0.968254,0.913842,0.158236,0.947791,1.02159,0.009631
61,2,646,38,0.944444,0.968254,0.08628,0.968254,0.91372,0.158442,0.946452,1.023035,0.009673
61,2,645,39,0.942982,0.968254,0.086402,0.968254,0.913598,0.158648,0.945114,1.024484,0.009842
61,2,644,40,0.94152,0.968254,0.086525,0.968254,0.913475,0.158854,0.943775,1.025937,0.009898
61,2,643,41,0.940058,0.968254,0.086648,0.968254,0.913352,0.159061,0.942436,1.027394,0.009948
61,2,642,42,0.938596,0.968254,0.086771,0.968254,0.913229,0.159269,0.941098,1.028856,0.009955
61,2,641,43,0.937135,0.968254,0.086895,0.968254,0.913105,0.159477,0.939759,1.030322,0.010284
61,2,640,44,0.935673,0.968254,0.087019,0.968254,0.912981,0.159686,0.93842,1.031791,0.010559
61,2,639,45,0.934211,0.968254,0.087143,0.968254,0.912857,0.159895,0.937082,1.033265,0.010604
61,2,638,46,0.932749,0.968254,0.087268,0.968254,0.912732,0.160105,0.935743,1.034744,0.01063
61,2,637,47,0.931287,0.968254,0.087393,0.968254,0.912607,0.160315,0.934404,1.036226,0.010716
61,2,636,48,0.929825,0.968254,0.087518,0.968254,0.912482,0.160526,0.933066,1.037713,0.010755
61,2,635,49,0.928363,0.968254,0.087644,0.968254,0.912356,0.160738,0.931727,1.039204,0.010858
61,2,634,50,0.926901,0.968254,0.08777,0.968254,0.91223,0.16095,0.930388,1.040699,0.010861
61,2,633,51,0.925439,0.968254,0.087896,0.968254,0.912104,0.161162,0.92905,1.042198,0.011011
61,2,632,52,0.923977,0.968254,0.088023,0.968254,0.911977,0.161376,0.927711,1.043702,0.011147
61,2,631,53,0.922515,0.968254,0.08815,0.968254,0.91185,0.161589,0.926372,1.045211,0.011308
61,2,630,54,0.921053,0.968254,0.088278,0.968254,0.911722,0.161804,0.925033,1.046723,0.011403
61,2,629,55,0.919591,0.968254,0.088406,0.968254,0.911594,0.162019,0.923695,1.04824,0.011428
61,2,628,56,0.918129,0.968254,0.088534,0.968254,0.911466,0.162234,0.922356,1.049762,0.011509
61,2,627,57,0.916667,0.968254,0.088663,0.968254,0.911337,0.16245,0.921017,1.051287,0.011558
61,2,626,58,0.915205,0.968254,0.088792,0.968254,0.911208,0.162667,0.919679,1.052818,0.011564
61,2,625,59,0.913743,0.968254,0.088921,0.968254,0.911079,0.162884,0.91834,1.054352,0.011566
61,2,624,60,0.912281,0.968254,0.089051,0.968254,0.910949,0.163102,0.917001,1.055892,0.011637
61,2,623,61,0.910819,0.968254,0.089181,0.968254,0.910819,0.16332,0.915663,1.057435,0.011683
61,2,622,62,0.909357,0.968254,0.089312,0.968254,0.910688,0.163539,0.914324,1.058983,0.011822
61,2,621,63,0.907895,0.968254,0.089443,0.968254,0.910557,0.163758,0.912985,1.060536,0.01193
61,2,620,64,0.906433,0.968254,0.089574,0.968254,0.910426,0.163978,0.911647,1.062094,0.011939
61,2,619,65,0.904971,0.968254,0.089706,0.968254,0.910294,0.164199,0.910308,1.063655,0.012301
61,2,618,66,0.903509,0.968254,0.089838,0.968254,0.910162,0.16442,0.908969,1.065222,0.012325
61,2,617,67,0.902047,0.968254,0.089971,0.968254,0.910029,0.164642,0.907631,1.066793,0.012414
61,2,616,68,0.900585,0.968254,0.090103,0.968254,0.909897,0.164865,0.906292,1.068369,0.012435
61,2,615,69,0.899123,0.968254,0.090237,0.968254,0.909763,0.165088,0.904953,1.069949,0.012522
61,2,614,70,0.897661,0.968254,0.09037,0.968254,0.90963,0.165312,0.903614,1.071534,0.012597
61,2,613,71,0.896199,0.968254,0.090504,0.968254,0.909496,0.165536,0.902276,1.073124,0.012614
61,2,612,72,0.894737,0.968254,0.090639,0.968254,0.909361,0.165761,0.900937,1.074719,0.012655
61,2,611,73,0.893275,0.968254,0.090774,0.968254,0.909226,0.165986,0.899598,1.076318,0.012787
60,3,611,73,0.893275,0.952381,0.089419,0.952381,0.910581,0.163488,0.89826,1.060251,0.012827
60,3,610,74,0.891813,0.952381,0.089552,0.952381,0.910448,0.163711,0.896921,1.061834,0.012904
60,3,609,75,0.890351,0.952381,0.089686,0.952381,0.910314,0.163934,0.895582,1.063421,0.012951
60,3,608,76,0.888889,0.952381,0.08982,0.952381,0.91018,0.164159,0.894244,1.065013,0.012953
60,3,607,77,0.887427,0.952381,0.089955,0.952381,0.910045,0.164384,0.892905,1.06661,0.012994
60,3,606,78,0.885965,0.952381,0.09009,0.952381,0.90991,0.164609,0.891566,1.068211,0.013
60,3,605,79,0.884503,0.952381,0.090226,0.952381,0.909774,0.164835,0.890228,1.069817,0.013025
60,3,604,80,0.883041,0.952381,0.090361,0.952381,0.909639,0.165062,0.888889,1.071429,0.013027
60,3,603,81,0.881579,0.952381,0.090498,0.952381,0.909502,0.165289,0.88755,1.073045,0.013089
60,3,602,82,0.880117,0.952381,0.090634,0.952381,0.909366,0.165517,0.886212,1.074666,0.013252
60,3,601,83,0.878655,0.952381,0.090772,0.952381,0.909228,0.165746,0.884873,1.076291,0.013355
60,3,600,84,0.877193,0.952381,0.090909,0.952381,0.909091,0.165975,0.883534,1.077922,0.013403
59,4,600,84,0.877193,0.936508,0.08953,0.936508,0.91047,0.163435,0.882195,1.061565,0.013408
59,4,599,85,0.875731,0.936508,0.089666,0.936508,0.910334,0.163662,0.880857,1.063178,0.013417
59,4,598,86,0.874269,0.936508,0.089802,0.936508,0.910198,0.163889,0.879518,1.064797,0.013478
59,4,597,87,0.872807,0.936508,0.089939,0.936508,0.910061,0.164117,0.878179,1.06642,0.013482
59,4,596,88,0.871345,0.936508,0.090076,0.936508,0.909924,0.164345,0.876841,1.068048,0.013648
59,4,595,89,0.869883,0.936508,0.090214,0.936508,0.909786,0.164575,0.875502,1.069681,0.013677
59,4,594,90,0.868421,0.936508,0.090352,0.936508,0.909648,0.164804,0.874163,1.071319,0.013719
59,4,593,91,0.866959,0.936508,0.090491,0.936508,0.909509,0.165035,0.872825,1.072962,0.013749
59,4,592,92,0.865497,0.936508,0.09063,0.936508,0.90937,0.165266,0.871486,1.07461,0.013889
59,4,591,93,0.864035,0.936508,0.090769,0.936508,0.909231,0.165498,0.870147,1.076264,0.013897
59,4,590,94,0.862573,0.936508,0.090909,0.936508,0.909091,0.16573,0.868809,1.077922,0.014154
58,5,590,94,0.862573,0.920635,0.089506,0.920635,0.910494,0.16315,0.86747,1.061287,0.014271
58,5,589,95,0.861111,0.920635,0.089645,0.920635,0.910355,0.16338,0.866131,1.062928,0.014274
58,5,588,96,0.859649,0.920635,0.089783,0.920635,0.910217,0.163611,0.864793,1.064573,0.014382
58,5,587,97,0.858187,0.920635,0.089922,0.920635,0.910078,0.163842,0.863454,1.066224,0.014386
58,5,586,98,0.856725,0.920635,0.090062,0.920635,0.909938,0.164074,0.862115,1.067879,0.014429
58,5,585,99,0.855263,0.920635,0.090202,0.920635,0.909798,0.164306,0.860776,1.06954,0.014552
58,5,584,100,0.853801,0.920635,0.090343,0.920635,0.909657,0.164539,0.859438,1.071206,0.014558
58,5,583,101,0.852339,0.920635,0.090484,0.920635,0.909516,0.164773,0.858099,1.072877,0.014585
58,5,582,102,0.850877,0.920635,0.090625,0.920635,0.909375,0.165007,0.85676,1.074554,0.014611
58,5,581,103,0.849415,0.920635,0.090767,0.920635,0.909233,0.165242,0.855422,1.076235,0.014636
58,5,580,104,0.847953,0.920635,0.090909,0.920635,0.909091,0.165478,0.854083,1.077922,0.014752
58,5,579,105,0.846491,0.920635,0.091052,0.920635,0.908948,0.165714,0.852744,1.079614,0.014808
57,6,579,105,0.846491,0.904762,0.089623,0.904762,0.910377,0.16309,0.851406,1.062668,0.014842
57,6,578,106,0.845029,0.904762,0.089764,0.904762,0.910236,0.163324,0.850067,1.064342,0.014909
57,6,577,107,0.843567,0.904762,0.089905,0.904762,0.910095,0.163558,0.848728,1.066021,0.015008
57,6,576,108,0.842105,0.904762,0.090047,0.904762,0.909953,0.163793,0.84739,1.067705,0.015017
56,7,576,108,0.842105,0.888889,0.088608,0.888889,0.911392,0.161151,0.846051,1.050633,0.015087
56,7,575,109,0.840643,0.888889,0.088748,0.888889,0.911252,0.161383,0.844712,1.052298,0.015109
56,7,574,110,0.839181,0.888889,0.088889,0.888889,0.911111,0.161616,0.843373,1.053968,0.015183
56,7,573,111,0.837719,0.888889,0.08903,0.888889,0.91097,0.16185,0.842035,1.055644,0.015185
56,7,572,112,0.836257,0.888889,0.089172,0.888889,0.910828,0.162084,0.840696,1.057325,0.01522
56,7,571,113,0.834795,0.888889,0.089314,0.888889,0.910686,0.162319,0.839357,1.059011,0.015251
56,7,570,114,0.833333,0.888889,0.089457,0.888889,0.910543,0.162554,0.838019,1.060703,0.015285
56,7,569,115,0.831871,0.888889,0.0896,0.888889,0.9104,0.162791,0.83668,1.0624,0.015321
56,7,568,116,0.830409,0.888889,0.089744,0.888889,0.910256,0.163028,0.835341,1.064103,0.015371
56,7,567,117,0.828947,0.888889,0.089888,0.888889,0.910112,0.163265,0.834003,1.065811,0.015396
56,7,566,118,0.827485,0.888889,0.090032,0.888889,0.909968,0.163504,0.832664,1.067524,0.015431
56,7,565,119,0.826023,0.888889,0.090177,0.888889,0.909823,0.163743,0.831325,1.069243,0.015705
56,7,564,120,0.824561,0.888889,0.090323,0.888889,0.909677,0.163982,0.829987,1.070968,0.015755
56,7,563,121,0.823099,0.888889,0.090468,0.888889,0.909532,0.164223,0.828648,1.072698,0.01585
55,8,563,121,0.823099,0.873016,0.088997,0.873016,0.911003,0.161527,0.827309,1.055247,0.015898
55,8,562,122,0.821637,0.873016,0.089141,0.873016,0.910859,0.161765,0.825971,1.056958,0.015922
55,8,561,123,0.820175,0.873016,0.089286,0.873016,0.910714,0.162003,0.824632,1.058673,0.01596
55,8,560,124,0.818713,0.873016,0.089431,0.873016,0.910569,0.162242,0.823293,1.060395,0.016004
55,8,559,125,0.817251,0.873016,0.089577,0.873016,0.910423,0.162482,0.821954,1.062122,0.016128
55,8,558,126,0.815789,0.873016,0.089723,0.873016,0.910277,0.162722,0.820616,1.063855,0.016283
55,8,557,127,0.814327,0.873016,0.089869,0.873016,0.910131,0.162963,0.819277,1.065593,0.016343
55,8,556,128,0.812865,0.873016,0.090016,0.873016,0.909984,0.163205,0.817938,1.067337,0.016449
55,8,555,129,0.811404,0.873016,0.090164,0.873016,0.909836,0.163447,0.8166,1.069087,0.016457
55,8,554,130,0.809942,0.873016,0.090312,0.873016,0.909688,0.16369,0.815261,1.070842,0.016593
55,8,553,131,0.80848,0.873016,0.090461,0.873016,0.909539,0.163934,0.813922,1.072603,0.016613
55,8,552,132,0.807018,0.873016,0.09061,0.873016,0.90939,0.164179,0.812584,1.07437,0.016666
55,8,551,133,0.805556,0.873016,0.090759,0.873016,0.909241,0.164425,0.811245,1.076143,0.016752
55,8,550,134,0.804094,0.873016,0.090909,0.873016,0.909091,0.164671,0.809906,1.077922,0.01681
55,8,549,135,0.802632,0.873016,0.09106,0.873016,0.90894,0.164918,0.808568,1.079707,0.01696
55,8,548,136,0.80117,0.873016,0.091211,0.873016,0.908789,0.165165,0.807229,1.081497,0.017027
55,8,547,137,0.799708,0.873016,0.091362,0.873016,0.908638,0.165414,0.80589,1.083294,0.017063
55,8,546,138,0.798246,0.873016,0.091514,0.873016,0.908486,0.165663,0.804552,1.085096,0.017065
55,8,545,139,0.796784,0.873016,0.091667,0.873016,0.908333,0.165913,0.803213,1.086905,0.017366
55,8,544,140,0.795322,0.873016,0.09182,0.873016,0.90818,0.166163,0.801874,1.088719,0.017371
55,8,543,141,0.79386,0.873016,0.091973,0.873016,0.908027,0.166415,0.800535,1.09054,0.017416
55,8,542,142,0.792398,0.873016,0.092127,0.873016,0.907873,0.166667,0.799197,1.092367,0.017495
55,8,541,143,0.790936,0.873016,0.092282,0.873016,0.907718,0.16692,0.797858,1.094199,0.017606
55,8,540,144,0.789474,0.873016,0.092437,0.873016,0.907563,0.167173,0.796519,1.096038,0.017674
55,8,539,145,0.788012,0.873016,0.092593,0.873016,0.907407,0.167428,0.795181,1.097884,0.017748
55,8,538,146,0.78655,0.873016,0.092749,0.873016,0.907251,0.167683,0.793842,1.099735,0.017788
55,8,537,147,0.785088,0.873016,0.092905,0.873016,0.907095,0.167939,0.792503,1.101593,0.017805
55,8,536,148,0.783626,0.873016,0.093063,0.873016,0.906937,0.168196,0.791165,1.103457,0.017812
55,8,535,149,0.782164,0.873016,0.09322,0.873016,0.90678,0.168453,0.789826,1.105327,0.01786
55,8,534,150,0.780702,0.873016,0.093379,0.873016,0.906621,0.168712,0.788487,1.107203,0.017867
55,8,533,151,0.77924,0.873016,0.093537,0.873016,0.906463,0.168971,0.787149,1.109086,0.017872
55,8,532,152,0.777778,0.873016,0.093697,0.873016,0.906303,0.169231,0.78581,1.110976,0.018008
55,8,531,153,0.776316,0.873016,0.093857,0.873016,0.906143,0.169492,0.784471,1.112872,0.018043
55,8,530,154,0.774854,0.873016,0.094017,0.873016,0.905983,0.169753,0.783133,1.114774,0.01817
55,8,529,155,0.773392,0.873016,0.094178,0.873016,0.905822,0.170015,0.781794,1.116683,0.018293
55,8,528,156,0.77193,0.873016,0.09434,0.873016,0.90566,0.170279,0.780455,1.118598,0.018318
55,8,527,157,0.770468,0.873016,0.094502,0.873016,0.905498,0.170543,0.779116,1.12052,0.018358
55,8,526,158,0.769006,0.873016,0.094664,0.873016,0.905336,0.170807,0.777778,1.122449,0.018421
55,8,525,159,0.767544,0.873016,0.094828,0.873016,0.905172,0.171073,0.776439,1.124384,0.018445
55,8,524,160,0.766082,0.873016,0.094991,0.873016,0.905009,0.17134,0.7751,1.126326,0.018455
55,8,523,161,0.76462,0.873016,0.095156,0.873016,0.904844,0.171607,0.773762,1.128275,0.018508
55,8,522,162,0.763158,0.873016,0.095321,0.873016,0.904679,0.171875,0.772423,1.13023,0.018617
55,8,521,163,0.761696,0.873016,0.095486,0.873016,0.904514,0.172144,0.771084,1.132192,0.01871
55,8,520,164,0.760234,0.873016,0.095652,0.873016,0.904348,0.172414,0.769746,1.134161,0.018805
55,8,519,165,0.758772,0.873016,0.095819,0.873016,0.904181,0.172684,0.768407,1.136137,0.018855
55,8,518,166,0.75731,0.873016,0.095986,0.873016,0.904014,0.172956,0.767068,1.13812,0.019049
55,8,517,167,0.755848,0.873016,0.096154,0.873016,0.903846,0.173228,0.76573,1.14011,0.019069
55,8,516,168,0.754386,0.873016,0.096322,0.873016,0.903678,0.173502,0.764391,1.142107,0.019111
55,8,515,169,0.752924,0.873016,0.096491,0.873016,0.903509,0.173776,0.763052,1.14411,0.019204
55,8,514,170,0.751462,0.873016,0.096661,0.873016,0.903339,0.174051,0.761714,1.146121,0.019373
54,9,514,170,0.751462,0.857143,0.09507,0.857143,0.90493,0.171157,0.760375,1.127264,0.019476
54,9,513,171,0.75,0.857143,0.095238,0.857143,0.904762,0.171429,0.759036,1.129252,0.019624
54,9,512,172,0.748538,0.857143,0.095406,0.857143,0.904594,0.171701,0.757697,1.131247,0.019633
54,9,511,173,0.747076,0.857143,0.095575,0.857143,0.904425,0.171975,0.756359,1.133249,0.019777
54,9,510,174,0.745614,0.857143,0.095745,0.857143,0.904255,0.172249,0.75502,1.135258,0.01979
54,9,509,175,0.744152,0.857143,0.095915,0.857143,0.904085,0.172524,0.753681,1.137275,0.019804
53,10,509,175,0.744152,0.84127,0.094306,0.84127,0.905694,0.1696,0.752343,1.1182,0.01982
53,10,508,176,0.74269,0.84127,0.094474,0.84127,0.905526,0.169872,0.751004,1.120194,0.019828
53,10,507,177,0.741228,0.84127,0.094643,0.84127,0.905357,0.170144,0.749665,1.122194,0.019858
53,10,506,178,0.739766,0.84127,0.094812,0.84127,0.905188,0.170418,0.748327,1.124201,0.019884
53,10,505,179,0.738304,0.84127,0.094982,0.84127,0.905018,0.170692,0.746988,1.126216,0.019892
52,11,505,179,0.738304,0.825397,0.093357,0.825397,0.906643,0.167742,0.745649,1.106951,0.019903
52,11,504,180,0.736842,0.825397,0.093525,0.825397,0.906475,0.168013,0.744311,1.108941,0.019994
52,11,503,181,0.73538,0.825397,0.093694,0.825397,0.906306,0.168285,0.742972,1.11094,0.020068
52,11,502,182,0.733918,0.825397,0.093863,0.825397,0.906137,0.168558,0.741633,1.112945,0.020326
52,11,501,183,0.732456,0.825397,0.094033,0.825397,0.905967,0.168831,0.740295,1.114957,0.020392
51,12,501,183,0.732456,0.809524,0.092391,0.809524,0.907609,0.165854,0.738956,1.095497,0.0205
51,12,500,184,0.730994,0.809524,0.092559,0.809524,0.907441,0.166124,0.737617,1.097485,0.020507
51,12,499,185,0.729532,0.809524,0.092727,0.809524,0.907273,0.166395,0.736278,1.099481,0.020574
51,12,498,186,0.72807,0.809524,0.092896,0.809524,0.907104,0.166667,0.73494,1.101483,0.020633
51,12,497,187,0.726608,0.809524,0.093066,0.809524,0.906934,0.166939,0.733601,1.103493,0.020761
51,12,496,188,0.725146,0.809524,0.093236,0.809524,0.906764,0.167213,0.732262,1.105511,0.020854
51,12,495,189,0.723684,0.809524,0.093407,0.809524,0.906593,0.167488,0.730924,1.107535,0.020876
51,12,494,190,0.722222,0.809524,0.093578,0.809524,0.906422,0.167763,0.729585,1.109567,0.021073
51,12,493,191,0.72076,0.809524,0.09375,0.809524,0.90625,0.16804,0.728246,1.111607,0.021514
51,12,492,192,0.719298,0.809524,0.093923,0.809524,0.906077,0.168317,0.726908,1.113654,0.021549
51,12,491,193,0.717836,0.809524,0.094096,0.809524,0.905904,0.168595,0.725569,1.115709,0.021583
51,12,490,194,0.716374,0.809524,0.09427,0.809524,0.90573,0.168874,0.72423,1.117771,0.021604
51,12,489,195,0.714912,0.809524,0.094444,0.809524,0.905556,0.169154,0.722892,1.119841,0.021615
51,12,488,196,0.71345,0.809524,0.09462,0.809524,0.90538,0.169435,0.721553,1.121919,0.021654
51,12,487,197,0.711988,0.809524,0.094796,0.809524,0.905204,0.169717,0.720214,1.124004,0.021691
51,12,486,198,0.710526,0.809524,0.094972,0.809524,0.905028,0.17,0.718876,1.126097,0.021723
51,12,485,199,0.709064,0.809524,0.095149,0.809524,0.904851,0.170284,0.717537,1.128198,0.021869
51,12,484,200,0.707602,0.809524,0.095327,0.809524,0.904673,0.170569,0.716198,1.130307,0.021875
51,12,483,201,0.70614,0.809524,0.095506,0.809524,0.904494,0.170854,0.714859,1.132424,0.021917
51,12,482,202,0.704678,0.809524,0.095685,0.809524,0.904315,0.171141,0.713521,1.134548,0.021941
51,12,481,203,0.703216,0.809524,0.095865,0.809524,0.904135,0.171429,0.712182,1.136681,0.021976
51,12,480,204,0.701754,0.809524,0.096045,0.809524,0.903955,0.171717,0.710843,1.138822,0.021982
50,13,480,204,0.701754,0.793651,0.09434,0.793651,0.90566,0.168634,0.709505,1.118598,0.022027
50,13,479,205,0.700292,0.793651,0.094518,0.793651,0.905482,0.168919,0.708166,1.120713,0.022333
50,13,478,206,0.69883,0.793651,0.094697,0.793651,0.905303,0.169205,0.706827,1.122835,0.022367
50,13,477,207,0.697368,0.793651,0.094877,0.793651,0.905123,0.169492,0.705489,1.124966,0.022473
50,13,476,208,0.695906,0.793651,0.095057,0.793651,0.904943,0.169779,0.70415,1.127105,0.022527
50,13,475,209,0.694444,0.793651,0.095238,0.793651,0.904762,0.170068,0.702811,1.129252,0.022676
50,13,474,210,0.692982,0.793651,0.09542,0.793651,0.90458,0.170358,0.701473,1.131407,0.02269
50,13,473,211,0.69152,0.793651,0.095602,0.793651,0.904398,0.170648,0.700134,1.13357,0.022697
50,13,472,212,0.690058,0.793651,0.095785,0.793651,0.904215,0.17094,0.698795,1.135742,0.022763
50,13,471,213,0.688596,0.793651,0.095969,0.793651,0.904031,0.171233,0.697456,1.137922,0.022847
50,13,470,214,0.687135,0.793651,0.096154,0.793651,0.903846,0.171527,0.696118,1.14011,0.022875
50,13,469,215,0.685673,0.793651,0.096339,0.793651,0.903661,0.171821,0.694779,1.142307,0.022972
50,13,468,216,0.684211,0.793651,0.096525,0.793651,0.903475,0.172117,0.69344,1.144512,0.023018
50,13,467,217,0.682749,0.793651,0.096712,0.793651,0.903288,0.172414,0.692102,1.146726,0.023025
50,13,466,218,0.681287,0.793651,0.096899,0.793651,0.903101,0.172712,0.690763,1.148948,0.023089
50,13,465,219,0.679825,0.793651,0.097087,0.793651,0.902913,0.17301,0.689424,1.151179,0.023215
50,13,464,220,0.678363,0.793651,0.097276,0.793651,0.902724,0.17331,0.688086,1.153419,0.023346
50,13,463,221,0.676901,0.793651,0.097466,0.793651,0.902534,0.173611,0.686747,1.155667,0.023543
50,13,462,222,0.675439,0.793651,0.097656,0.793651,0.902344,0.173913,0.685408,1.157924,0.023558
50,13,461,223,0.673977,0.793651,0.097847,0.793651,0.902153,0.174216,0.68407,1.16019,0.023852
50,13,460,224,0.672515,0.793651,0.098039,0.793651,0.901961,0.17452,0.682731,1.162465,0.023936
50,13,459,225,0.671053,0.793651,0.098232,0.793651,0.901768,0.174825,0.681392,1.164749,0.024108
50,13,458,226,0.669591,0.793651,0.098425,0.793651,0.901575,0.175131,0.680054,1.167042,0.024136
50,13,457,227,0.668129,0.793651,0.098619,0.793651,0.901381,0.175439,0.678715,1.169343,0.024279
50,13,456,228,0.666667,0.793651,0.098814,0.793651,0.901186,0.175747,0.677376,1.171654,0.024282
50,13,455,229,0.665205,0.793651,0.09901,0.793651,0.90099,0.176056,0.676037,1.173975,0.024286
50,13,454,230,0.663743,0.793651,0.099206,0.793651,0.900794,0.176367,0.674699,1.176304,0.024394
50,13,453,231,0.662281,0.793651,0.099404,0.793651,0.900596,0.176678,0.67336,1.178642,0.024422
49,14,453,231,0.662281,0.777778,0.09761,0.777778,0.90239,0.173451,0.672021,1.157371,0.024468
48,15,453,231,0.662281,0.761905,0.095808,0.761905,0.904192,0.170213,0.670683,1.136014,0.024517
48,15,452,232,0.660819,0.761905,0.096,0.761905,0.904,0.170515,0.669344,1.138286,0.024673
48,15,451,233,0.659357,0.761905,0.096192,0.761905,0.903808,0.170819,0.668005,1.140567,0.024673
48,15,450,234,0.657895,0.761905,0.096386,0.761905,0.903614,0.171123,0.666667,1.142857,0.02486
48,15,449,235,0.656433,0.761905,0.096579,0.761905,0.903421,0.171429,0.665328,1.145157,0.024878
48,15,448,236,0.654971,0.761905,0.096774,0.761905,0.903226,0.171735,0.663989,1.147465,0.024918
48,15,447,237,0.653509,0.761905,0.09697,0.761905,0.90303,0.172043,0.662651,1.149784,0.024965
48,15,446,238,0.652047,0.761905,0.097166,0.761905,0.902834,0.172352,0.661312,1.152111,0.025012
48,15,445,239,0.650585,0.761905,0.097363,0.761905,0.902637,0.172662,0.659973,1.154448,0.025177
48,15,444,240,0.649123,0.761905,0.097561,0.761905,0.902439,0.172973,0.658635,1.156794,0.025376
48,15,443,241,0.647661,0.761905,0.09776,0.761905,0.90224,0.173285,0.657296,1.15915,0.025398
48,15,442,242,0.646199,0.761905,0.097959,0.761905,0.902041,0.173599,0.655957,1.161516,0.025668
48,15,441,243,0.644737,0.761905,0.09816,0.761905,0.90184,0.173913,0.654618,1.163891,0.025791
48,15,440,244,0.643275,0.761905,0.098361,0.761905,0.901639,0.174229,0.65328,1.166276,0.025826
48,15,439,245,0.641813,0.761905,0.098563,0.761905,0.901437,0.174545,0.651941,1.168671,0.025885
48,15,438,246,0.640351,0.761905,0.098765,0.761905,0.901235,0.174863,0.650602,1.171076,0.025931
