

=== Predictions on test data ===

inst#,actual,predicted,error,prediction
137,1:No,1:No,,0.999
138,1:No,1:No,,0.996
139,1:No,1:No,,0.997
140,1:No,1:No,,1
141,1:No,1:No,,1
142,1:No,1:No,,1
143,1:No,1:No,,1
144,1:No,1:No,,0.992
145,1:No,1:No,,1
146,1:No,1:No,,1
147,1:No,1:No,,0.999
148,1:No,2:Yes,+,0.762
149,1:No,1:No,,1
150,1:No,1:No,,0.999
151,1:No,1:No,,0.912
152,1:No,1:No,,0.992
153,1:No,1:No,,1
154,1:No,1:No,,1
155,1:No,1:No,,0.995
156,1:No,2:Yes,+,0.92
157,1:No,1:No,,1
158,1:No,1:No,,1
159,1:No,2:Yes,+,0.853
160,1:No,1:No,,0.999
161,1:No,1:No,,0.9
162,1:No,1:No,,0.86
163,1:No,2:Yes,+,1
164,1:No,2:Yes,+,0.515
165,1:No,1:No,,1
166,1:No,1:No,,0.991
167,1:No,1:No,,1
168,1:No,1:No,,0.995
169,1:No,1:No,,0.999
170,1:No,1:No,,0.997
171,1:No,1:No,,0.999
172,1:No,1:No,,1
173,1:No,1:No,,1
174,1:No,1:No,,0.682
175,1:No,1:No,,1
176,1:No,1:No,,1
177,1:No,1:No,,1
178,1:No,2:Yes,+,0.93
179,1:No,1:No,,0.999
180,1:No,1:No,,0.926
181,1:No,1:No,,1
182,1:No,1:No,,0.85
183,1:No,1:No,,0.992
184,1:No,1:No,,1
185,1:No,1:No,,1
186,1:No,1:No,,1
187,1:No,2:Yes,+,0.576
188,1:No,1:No,,1
189,1:No,1:No,,0.994
190,1:No,2:Yes,+,0.691
191,1:No,2:Yes,+,0.556
192,1:No,1:No,,0.999
193,1:No,1:No,,1
194,1:No,1:No,,1
195,1:No,1:No,,1
196,1:No,1:No,,1
197,1:No,1:No,,1
198,1:No,1:No,,0.999
199,1:No,1:No,,0.933
200,1:No,1:No,,1
201,1:No,1:No,,1
202,1:No,2:Yes,+,0.987
203,1:No,1:No,,1
204,1:No,1:No,,1
205,1:No,1:No,,1
206,1:No,1:No,,1
207,1:No,1:No,,1
208,1:No,1:No,,1
209,1:No,1:No,,1
210,1:No,1:No,,1
211,1:No,1:No,,0.508
212,1:No,1:No,,1
213,1:No,1:No,,1
214,1:No,1:No,,1
215,1:No,1:No,,1
216,1:No,1:No,,0.996
217,1:No,1:No,,1
218,1:No,1:No,,0.999
219,1:No,1:No,,0.996
220,1:No,1:No,,0.758
221,1:No,1:No,,1
222,1:No,1:No,,0.974
223,1:No,1:No,,1
224,1:No,1:No,,0.997
225,1:No,1:No,,1
226,1:No,1:No,,1
227,1:No,2:Yes,+,0.876
228,1:No,1:No,,1
229,1:No,1:No,,1
230,1:No,1:No,,0.991
231,1:No,1:No,,1
232,1:No,1:No,,1
233,1:No,1:No,,1
234,1:No,1:No,,0.996
235,1:No,1:No,,0.663
236,1:No,1:No,,1
237,1:No,1:No,,1
238,1:No,1:No,,0.987
239,1:No,1:No,,0.813
240,1:No,1:No,,0.988
241,1:No,1:No,,0.707
242,1:No,1:No,,0.726
243,1:No,1:No,,0.996
244,1:No,1:No,,0.854
245,1:No,1:No,,0.995
246,1:No,1:No,,1
247,1:No,2:Yes,+,0.915
248,1:No,1:No,,1
249,1:No,1:No,,0.927
250,1:No,1:No,,1
251,1:No,1:No,,0.882
252,1:No,1:No,,1
253,1:No,1:No,,0.651
254,1:No,1:No,,1
255,1:No,1:No,,0.999
256,1:No,1:No,,1
257,1:No,1:No,,1
258,1:No,1:No,,1
259,1:No,2:Yes,+,0.659
260,1:No,1:No,,0.964
261,1:No,1:No,,0.917
262,1:No,1:No,,1
263,1:No,2:Yes,+,0.965
264,1:No,1:No,,0.896
265,1:No,1:No,,0.997
266,1:No,1:No,,1
267,1:No,1:No,,1
268,1:No,1:No,,1
269,1:No,1:No,,0.973
270,1:No,2:Yes,+,0.66
271,1:No,1:No,,1
272,1:No,2:Yes,+,0.588
273,1:No,1:No,,1
274,1:No,1:No,,1
275,1:No,1:No,,1
276,1:No,1:No,,0.964
277,1:No,1:No,,1
278,1:No,1:No,,1
279,1:No,1:No,,1
280,1:No,1:No,,1
281,1:No,1:No,,1
282,1:No,1:No,,1
283,1:No,1:No,,0.881
284,1:No,1:No,,1
285,1:No,1:No,,1
286,1:No,1:No,,1
287,1:No,1:No,,0.529
288,1:No,1:No,,1
289,1:No,1:No,,1
290,1:No,1:No,,1
291,1:No,1:No,,1
292,1:No,1:No,,1
293,1:No,1:No,,1
294,1:No,2:Yes,+,0.862
295,1:No,1:No,,1
296,1:No,1:No,,0.993
297,1:No,1:No,,1
298,1:No,1:No,,1
299,1:No,1:No,,0.827
300,1:No,1:No,,0.593
301,1:No,1:No,,0.992
302,1:No,1:No,,1
303,1:No,1:No,,1
304,1:No,2:Yes,+,0.997
305,1:No,1:No,,1
306,1:No,1:No,,1
307,1:No,1:No,,0.984
308,1:No,1:No,,0.999
309,1:No,1:No,,0.911
310,1:No,1:No,,0.989
311,1:No,1:No,,0.997
312,1:No,1:No,,1
313,1:No,1:No,,0.996
314,1:No,1:No,,1
315,1:No,2:Yes,+,0.97
316,1:No,1:No,,1
317,1:No,1:No,,1
318,1:No,2:Yes,+,0.996
319,1:No,1:No,,0.994
320,1:No,1:No,,0.983
321,1:No,1:No,,0.992
322,1:No,1:No,,1
323,1:No,1:No,,1
324,1:No,1:No,,0.996
325,1:No,1:No,,0.996
326,1:No,1:No,,0.997
327,1:No,1:No,,1
328,1:No,1:No,,0.995
329,1:No,1:No,,1
330,1:No,2:Yes,+,0.982
331,1:No,2:Yes,+,0.927
332,1:No,1:No,,1
333,1:No,1:No,,1
334,1:No,1:No,,1
335,1:No,1:No,,0.997
336,1:No,1:No,,1
337,1:No,1:No,,1
338,1:No,1:No,,0.996
339,1:No,2:Yes,+,0.83
340,1:No,2:Yes,+,0.998
341,1:No,2:Yes,+,0.813
342,1:No,1:No,,0.999
343,1:No,1:No,,0.997
344,1:No,1:No,,1
345,1:No,1:No,,0.996
346,1:No,1:No,,1
347,1:No,1:No,,1
348,1:No,1:No,,1
349,1:No,1:No,,1
350,1:No,1:No,,1
351,1:No,1:No,,1
352,1:No,1:No,,0.999
353,1:No,1:No,,0.85
354,1:No,1:No,,0.998
355,1:No,1:No,,1
356,1:No,1:No,,0.998
357,1:No,1:No,,0.908
358,1:No,1:No,,1
359,1:No,1:No,,1
360,1:No,1:No,,1
361,1:No,2:Yes,+,0.983
362,1:No,1:No,,1
363,1:No,1:No,,0.998
364,1:No,1:No,,1
365,1:No,1:No,,0.999
366,1:No,1:No,,0.643
367,1:No,1:No,,1
368,1:No,1:No,,1
369,1:No,1:No,,1
370,1:No,1:No,,0.997
371,1:No,1:No,,1
372,1:No,1:No,,1
373,1:No,1:No,,1
374,1:No,1:No,,0.999
375,1:No,2:Yes,+,0.608
376,1:No,1:No,,0.858
377,1:No,1:No,,0.999
378,1:No,1:No,,1
379,1:No,1:No,,0.886
380,1:No,1:No,,0.995
381,1:No,1:No,,1
382,1:No,1:No,,0.993
383,1:No,1:No,,0.915
384,1:No,1:No,,1
385,1:No,1:No,,1
386,1:No,2:Yes,+,0.826
387,1:No,1:No,,1
388,1:No,2:Yes,+,0.849
389,1:No,1:No,,1
390,1:No,1:No,,1
391,1:No,1:No,,0.997
392,1:No,1:No,,0.999
393,1:No,1:No,,0.993
394,1:No,1:No,,1
395,1:No,1:No,,1
396,1:No,1:No,,1
397,1:No,1:No,,1
398,1:No,1:No,,1
399,1:No,1:No,,1
400,1:No,1:No,,0.91
401,1:No,1:No,,1
402,1:No,1:No,,1
403,1:No,1:No,,0.988
404,1:No,1:No,,0.888
405,1:No,1:No,,1
406,1:No,1:No,,1
407,1:No,1:No,,1
408,1:No,1:No,,1
409,1:No,1:No,,1
410,1:No,1:No,,1
411,1:No,1:No,,0.995
412,1:No,1:No,,0.548
413,1:No,1:No,,0.861
414,1:No,1:No,,1
415,1:No,1:No,,0.967
416,1:No,1:No,,1
417,1:No,1:No,,1
418,1:No,1:No,,1
419,1:No,1:No,,0.791
420,1:No,1:No,,1
421,1:No,1:No,,1
422,1:No,1:No,,0.603
423,1:No,1:No,,1
424,1:No,1:No,,0.878
425,1:No,1:No,,1
426,1:No,1:No,,1
427,1:No,2:Yes,+,0.584
428,1:No,2:Yes,+,0.731
429,1:No,1:No,,1
430,1:No,1:No,,0.997
431,1:No,1:No,,0.998
432,1:No,1:No,,1
433,1:No,1:No,,1
434,1:No,2:Yes,+,0.748
435,1:No,2:Yes,+,0.641
436,1:No,1:No,,1
437,1:No,1:No,,1
438,1:No,1:No,,0.995
439,1:No,2:Yes,+,0.985
440,1:No,1:No,,0.985
441,1:No,1:No,,1
442,1:No,1:No,,0.58
443,1:No,1:No,,1
444,1:No,1:No,,1
445,1:No,1:No,,1
446,1:No,1:No,,0.999
447,1:No,1:No,,0.999
448,1:No,1:No,,0.953
449,1:No,1:No,,0.999
450,1:No,1:No,,1
451,1:No,1:No,,1
452,1:No,1:No,,1
453,1:No,1:No,,0.967
454,1:No,1:No,,1
455,1:No,1:No,,0.642
456,1:No,1:No,,1
457,1:No,1:No,,1
458,1:No,1:No,,1
459,1:No,1:No,,1
460,1:No,1:No,,0.996
461,1:No,1:No,,1
462,1:No,1:No,,0.998
463,1:No,1:No,,1
464,1:No,1:No,,0.545
465,1:No,1:No,,1
466,1:No,1:No,,1
467,1:No,1:No,,1
468,1:No,1:No,,0.995
469,1:No,1:No,,1
470,1:No,1:No,,0.548
471,1:No,1:No,,1
472,1:No,1:No,,1
473,1:No,1:No,,0.935
474,1:No,1:No,,0.997
475,1:No,1:No,,1
476,1:No,1:No,,1
477,1:No,1:No,,0.791
478,1:No,1:No,,1
479,1:No,1:No,,1
480,1:No,1:No,,0.998
481,1:No,1:No,,0.997
482,1:No,1:No,,1
483,1:No,1:No,,0.911
484,1:No,1:No,,1
485,1:No,2:Yes,+,0.985
486,1:No,2:Yes,+,0.998
487,1:No,1:No,,0.986
488,1:No,1:No,,1
489,1:No,1:No,,0.994
490,1:No,1:No,,1
491,1:No,1:No,,1
492,1:No,1:No,,1
493,1:No,1:No,,0.557
494,1:No,1:No,,1
495,1:No,1:No,,1
496,1:No,1:No,,0.997
497,1:No,1:No,,1
498,1:No,1:No,,1
499,1:No,1:No,,1
500,1:No,1:No,,0.654
501,1:No,1:No,,1
502,1:No,1:No,,0.945
503,1:No,1:No,,0.997
504,1:No,2:Yes,+,0.991
505,1:No,1:No,,1
506,1:No,1:No,,0.993
507,1:No,1:No,,1
508,1:No,1:No,,1
509,1:No,1:No,,0.889
510,1:No,2:Yes,+,1
511,1:No,1:No,,0.713
512,1:No,1:No,,1
513,1:No,1:No,,0.916
514,1:No,1:No,,0.999
515,1:No,1:No,,0.996
516,1:No,1:No,,1
517,1:No,1:No,,0.921
518,1:No,1:No,,1
519,1:No,1:No,,1
520,1:No,2:Yes,+,0.955
521,1:No,1:No,,0.99
522,1:No,1:No,,0.996
523,1:No,1:No,,1
524,1:No,1:No,,0.992
525,1:No,1:No,,0.986
526,1:No,1:No,,1
527,1:No,1:No,,0.998
528,1:No,1:No,,1
529,1:No,1:No,,0.929
530,1:No,1:No,,1
531,1:No,2:Yes,+,0.988
532,1:No,1:No,,0.661
533,1:No,1:No,,1
534,1:No,1:No,,1
535,1:No,2:Yes,+,0.788
536,1:No,1:No,,1
537,1:No,1:No,,1
538,1:No,1:No,,1
539,1:No,1:No,,1
540,1:No,1:No,,1
541,1:No,1:No,,1
542,1:No,1:No,,0.999
543,1:No,1:No,,1
544,1:No,2:Yes,+,0.623
545,1:No,2:Yes,+,0.748
546,1:No,1:No,,1
547,1:No,1:No,,0.972
548,1:No,1:No,,1
549,1:No,1:No,,1
550,1:No,1:No,,0.996
551,1:No,1:No,,1
552,1:No,1:No,,0.995
553,1:No,1:No,,1
554,1:No,1:No,,1
555,1:No,1:No,,0.999
556,1:No,1:No,,0.984
557,1:No,1:No,,1
558,1:No,1:No,,1
559,1:No,1:No,,0.998
560,1:No,1:No,,1
561,1:No,1:No,,1
562,1:No,1:No,,1
563,1:No,1:No,,0.781
564,1:No,1:No,,1
565,1:No,1:No,,1
566,1:No,1:No,,0.996
567,1:No,1:No,,1
568,1:No,1:No,,1
569,1:No,1:No,,0.996
570,1:No,2:Yes,+,0.731
571,1:No,1:No,,1
572,1:No,1:No,,1
573,1:No,1:No,,1
574,1:No,1:No,,1
575,1:No,1:No,,1
576,1:No,1:No,,1
577,1:No,1:No,,0.997
578,1:No,1:No,,0.871
579,1:No,1:No,,1
580,1:No,1:No,,0.996
581,1:No,1:No,,0.992
582,1:No,1:No,,1
583,1:No,1:No,,1
584,1:No,1:No,,1
585,1:No,1:No,,1
586,1:No,1:No,,1
587,1:No,1:No,,1
588,1:No,1:No,,0.999
589,1:No,1:No,,0.986
590,1:No,1:No,,0.993
591,1:No,2:Yes,+,0.879
592,1:No,1:No,,1
593,1:No,1:No,,1
594,1:No,1:No,,1
595,1:No,1:No,,1
596,1:No,1:No,,0.966
597,1:No,1:No,,1
598,1:No,1:No,,1
599,1:No,1:No,,1
600,1:No,1:No,,1
601,1:No,1:No,,0.998
602,1:No,1:No,,0.988
603,1:No,1:No,,0.6
604,1:No,1:No,,1
605,1:No,1:No,,0.999
606,1:No,1:No,,1
607,1:No,1:No,,1
608,1:No,1:No,,1
609,1:No,1:No,,0.875
610,1:No,1:No,,1
611,1:No,1:No,,1
612,1:No,1:No,,0.999
613,1:No,2:Yes,+,0.992
614,1:No,1:No,,0.788
615,1:No,1:No,,1
616,1:No,1:No,,1
617,1:No,1:No,,1
618,1:No,1:No,,1
619,1:No,2:Yes,+,0.982
620,1:No,2:Yes,+,0.994
621,1:No,2:Yes,+,0.967
622,1:No,1:No,,1
623,1:No,1:No,,1
624,1:No,1:No,,1
625,1:No,1:No,,1
626,1:No,1:No,,1
627,1:No,1:No,,1
628,1:No,1:No,,1
629,1:No,1:No,,1
630,1:No,1:No,,0.867
631,1:No,1:No,,1
632,1:No,1:No,,0.677
633,1:No,1:No,,1
634,1:No,1:No,,1
635,1:No,1:No,,1
636,1:No,1:No,,1
637,1:No,1:No,,1
638,1:No,1:No,,1
639,1:No,1:No,,0.686
640,1:No,1:No,,1
641,1:No,1:No,,1
642,1:No,1:No,,0.999
643,1:No,1:No,,1
644,1:No,1:No,,0.995
645,1:No,1:No,,1
646,1:No,1:No,,1
647,1:No,1:No,,1
648,1:No,1:No,,1
649,1:No,1:No,,0.948
650,1:No,2:Yes,+,0.956
651,1:No,1:No,,1
652,1:No,1:No,,1
653,1:No,1:No,,1
654,1:No,1:No,,1
655,1:No,1:No,,0.617
656,1:No,1:No,,0.994
657,1:No,1:No,,1
658,1:No,1:No,,1
659,1:No,1:No,,1
660,1:No,1:No,,1
661,1:No,1:No,,1
662,1:No,1:No,,1
663,1:No,1:No,,0.997
664,1:No,1:No,,1
665,1:No,1:No,,1
666,1:No,1:No,,1
667,1:No,1:No,,1
668,1:No,1:No,,1
669,1:No,1:No,,1
670,1:No,1:No,,0.995
671,1:No,1:No,,1
672,1:No,1:No,,1
673,1:No,1:No,,1
674,1:No,1:No,,1
675,1:No,1:No,,0.92
676,1:No,1:No,,0.999
677,1:No,1:No,,1
678,1:No,1:No,,1
679,1:No,1:No,,1
680,1:No,1:No,,1
681,1:No,1:No,,1
682,1:No,1:No,,1
683,1:No,1:No,,0.997
684,1:No,1:No,,1
685,2:Yes,1:No,+,0.999
686,2:Yes,1:No,+,1
687,2:Yes,1:No,+,1
688,2:Yes,1:No,+,0.688
689,2:Yes,2:Yes,,1
690,2:Yes,2:Yes,,0.735
691,2:Yes,1:No,+,0.999
692,2:Yes,1:No,+,1
693,2:Yes,1:No,+,1
694,2:Yes,1:No,+,1
695,2:Yes,1:No,+,1
696,2:Yes,1:No,+,1
697,2:Yes,1:No,+,0.842
698,2:Yes,2:Yes,,0.997
699,2:Yes,1:No,+,0.994
700,2:Yes,1:No,+,1
701,2:Yes,1:No,+,1
702,2:Yes,1:No,+,1
703,2:Yes,2:Yes,,0.937
704,2:Yes,1:No,+,0.999
705,2:Yes,1:No,+,1
706,2:Yes,1:No,+,0.805
707,2:Yes,1:No,+,0.999
708,2:Yes,1:No,+,0.999
709,2:Yes,1:No,+,1
710,2:Yes,1:No,+,1
711,2:Yes,1:No,+,1
712,2:Yes,1:No,+,0.999
713,2:Yes,1:No,+,0.999
714,2:Yes,1:No,+,1
715,2:Yes,1:No,+,0.99
716,2:Yes,1:No,+,0.999
717,2:Yes,1:No,+,0.996
718,2:Yes,1:No,+,1
719,2:Yes,1:No,+,0.996
720,2:Yes,1:No,+,0.999
721,2:Yes,1:No,+,0.999
722,2:Yes,1:No,+,0.999
723,2:Yes,1:No,+,0.521
724,2:Yes,1:No,+,0.998
725,2:Yes,1:No,+,1
726,2:Yes,1:No,+,0.976
727,2:Yes,1:No,+,0.991
728,2:Yes,1:No,+,1
729,2:Yes,1:No,+,1
730,2:Yes,1:No,+,1
731,2:Yes,1:No,+,1
732,2:Yes,1:No,+,0.999
733,2:Yes,1:No,+,0.997
734,2:Yes,1:No,+,1
735,2:Yes,1:No,+,0.997
736,2:Yes,2:Yes,,0.999
737,2:Yes,1:No,+,1
738,2:Yes,1:No,+,1
739,2:Yes,1:No,+,0.999
740,2:Yes,1:No,+,1
741,2:Yes,1:No,+,0.998
742,2:Yes,1:No,+,1
743,2:Yes,1:No,+,0.998
744,2:Yes,1:No,+,0.996
745,2:Yes,1:No,+,1
746,2:Yes,1:No,+,1
747,2:Yes,1:No,+,1

