

=== Predictions on test data ===

inst#,actual,predicted,error,prediction
337,1:No,1:No,,0.996
338,1:No,1:No,,0.995
339,1:No,1:No,,0.961
340,1:No,1:No,,0.986
341,1:No,1:No,,0.962
342,1:No,1:No,,0.963
343,1:No,1:No,,0.966
344,1:No,1:No,,0.997
345,1:No,1:No,,0.987
346,1:No,1:No,,0.997
347,1:No,1:No,,0.998
348,1:No,1:No,,0.998
349,1:No,1:No,,0.977
350,1:No,1:No,,0.963
351,1:No,1:No,,0.999
352,1:No,1:No,,0.964
353,1:No,1:No,,0.977
354,1:No,1:No,,0.981
355,1:No,1:No,,0.929
356,1:No,1:No,,0.996
357,1:No,1:No,,0.996
358,1:No,1:No,,0.987
359,1:No,1:No,,0.999
360,1:No,1:No,,0.998
361,1:No,1:No,,0.991
362,1:No,1:No,,0.997
363,1:No,1:No,,0.922
364,1:No,1:No,,0.999
365,1:No,1:No,,0.998
366,1:No,1:No,,0.997
367,1:No,1:No,,0.999
368,1:No,1:No,,0.96
369,1:No,1:No,,0.999
370,1:No,1:No,,0.994
371,1:No,1:No,,0.955
372,1:No,1:No,,0.999
373,1:No,1:No,,0.998
374,1:No,1:No,,0.994
375,1:No,1:No,,0.921
376,1:No,1:No,,0.994
377,1:No,1:No,,0.975
378,1:No,1:No,,0.999
379,1:No,1:No,,0.951
380,1:No,1:No,,0.997
381,1:No,1:No,,0.969
382,1:No,1:No,,0.969
383,1:No,1:No,,0.995
384,1:No,1:No,,1
385,1:No,1:No,,0.984
386,1:No,1:No,,0.992
387,1:No,1:No,,0.999
388,1:No,1:No,,0.988
389,1:No,1:No,,0.998
390,1:No,1:No,,0.998
391,1:No,1:No,,0.995
392,1:No,1:No,,0.934
393,1:No,1:No,,0.997
394,1:No,1:No,,0.997
395,1:No,1:No,,0.948
396,1:No,1:No,,0.982
397,1:No,1:No,,0.977
398,1:No,1:No,,0.966
399,1:No,1:No,,0.998
400,1:No,1:No,,0.977
401,1:No,1:No,,0.999
402,1:No,1:No,,0.999
403,1:No,1:No,,0.998
404,1:No,1:No,,0.988
405,1:No,1:No,,0.991
406,1:No,1:No,,0.998
407,1:No,1:No,,0.995
408,1:No,1:No,,0.993
409,1:No,1:No,,0.997
410,1:No,1:No,,0.996
411,1:No,1:No,,0.998
412,1:No,1:No,,0.992
413,1:No,1:No,,0.978
414,1:No,1:No,,0.979
415,1:No,1:No,,0.998
416,1:No,1:No,,0.997
417,1:No,1:No,,0.976
418,1:No,1:No,,0.978
419,1:No,1:No,,0.976
420,1:No,1:No,,0.997
421,1:No,1:No,,0.997
422,1:No,1:No,,0.986
423,1:No,1:No,,0.999
424,1:No,1:No,,0.995
425,1:No,1:No,,0.993
426,1:No,1:No,,0.999
427,1:No,1:No,,0.993
428,1:No,1:No,,0.995
429,1:No,1:No,,0.985
430,1:No,1:No,,0.998
431,1:No,1:No,,0.99
432,1:No,1:No,,0.988
433,1:No,1:No,,0.999
434,1:No,1:No,,0.998
435,1:No,1:No,,0.999
436,1:No,1:No,,0.998
437,1:No,1:No,,1
438,1:No,1:No,,0.999
439,1:No,1:No,,0.999
440,1:No,1:No,,0.981
441,1:No,1:No,,0.995
442,1:No,1:No,,0.96
443,1:No,1:No,,0.999
444,1:No,1:No,,0.999
445,1:No,1:No,,0.996
446,1:No,1:No,,0.995
447,1:No,1:No,,1
448,1:No,1:No,,0.968
449,1:No,1:No,,0.996
450,1:No,1:No,,0.992
451,1:No,1:No,,0.998
452,1:No,1:No,,1
453,1:No,1:No,,0.994
454,1:No,1:No,,0.989
455,1:No,1:No,,0.996
456,1:No,1:No,,0.97
457,1:No,1:No,,0.995
458,1:No,1:No,,0.954
459,1:No,1:No,,0.958
460,1:No,1:No,,0.963
461,1:No,1:No,,0.994
462,1:No,1:No,,0.999
463,1:No,1:No,,0.999
464,1:No,1:No,,0.994
465,1:No,1:No,,0.992
466,1:No,1:No,,0.999
467,1:No,1:No,,0.999
468,1:No,1:No,,0.991
469,1:No,1:No,,0.978
470,1:No,1:No,,0.977
471,1:No,1:No,,0.99
472,1:No,1:No,,0.98
473,1:No,1:No,,0.999
474,1:No,1:No,,0.997
475,1:No,1:No,,0.999
476,1:No,1:No,,0.999
477,1:No,1:No,,0.997
478,1:No,1:No,,0.992
479,1:No,1:No,,0.999
480,1:No,1:No,,0.998
481,1:No,1:No,,0.998
482,1:No,1:No,,0.996
483,1:No,1:No,,0.996
484,1:No,1:No,,0.972
485,1:No,1:No,,0.994
486,1:No,1:No,,0.929
487,1:No,1:No,,0.997
488,1:No,1:No,,0.998
489,1:No,1:No,,0.979
490,1:No,1:No,,1
491,1:No,1:No,,0.992
492,1:No,1:No,,0.997
493,1:No,1:No,,0.976
494,1:No,1:No,,0.999
495,1:No,1:No,,0.998
496,1:No,1:No,,0.999
497,1:No,1:No,,0.972
498,1:No,1:No,,1
499,1:No,1:No,,0.999
500,1:No,1:No,,0.989
501,1:No,1:No,,0.997
502,1:No,1:No,,0.991
503,1:No,1:No,,1
504,1:No,1:No,,0.993
505,1:No,1:No,,0.997
506,1:No,1:No,,0.957
507,1:No,1:No,,0.997
508,1:No,1:No,,0.997
509,1:No,1:No,,0.977
510,1:No,1:No,,0.909
511,1:No,1:No,,0.999
512,1:No,1:No,,0.998
513,1:No,1:No,,0.995
514,1:No,1:No,,0.981
515,1:No,1:No,,0.962
516,1:No,1:No,,0.999
517,1:No,1:No,,0.992
518,1:No,1:No,,0.98
519,1:No,1:No,,0.998
520,1:No,1:No,,0.995
521,1:No,1:No,,0.973
522,1:No,1:No,,0.934
523,1:No,1:No,,0.992
524,1:No,1:No,,0.967
525,1:No,1:No,,0.99
526,1:No,1:No,,0.997
527,1:No,1:No,,0.961
528,1:No,1:No,,0.986
529,1:No,1:No,,0.994
530,1:No,1:No,,0.993
531,1:No,1:No,,0.959
532,1:No,1:No,,0.998
533,1:No,1:No,,0.997
534,1:No,1:No,,0.996
535,1:No,1:No,,0.928
536,1:No,1:No,,1
537,1:No,1:No,,0.999
538,1:No,1:No,,0.999
539,1:No,1:No,,0.97
540,1:No,1:No,,0.999
541,1:No,1:No,,0.987
542,1:No,1:No,,0.985
543,1:No,1:No,,0.995
544,1:No,1:No,,0.993
545,1:No,1:No,,0.988
546,1:No,1:No,,1
547,1:No,1:No,,0.995
548,1:No,1:No,,0.989
549,1:No,1:No,,0.999
550,1:No,1:No,,0.962
551,1:No,1:No,,0.995
552,1:No,1:No,,0.986
553,1:No,1:No,,0.991
554,1:No,1:No,,0.958
555,1:No,1:No,,0.997
556,1:No,1:No,,0.967
557,1:No,1:No,,1
558,1:No,1:No,,0.998
559,1:No,1:No,,0.997
560,1:No,1:No,,0.998
561,1:No,1:No,,0.996
562,1:No,1:No,,1
563,1:No,1:No,,0.965
564,1:No,1:No,,0.96
565,1:No,1:No,,0.99
566,1:No,1:No,,0.999
567,1:No,1:No,,0.999
568,1:No,1:No,,0.997
569,1:No,1:No,,0.996
570,1:No,1:No,,0.997
571,1:No,1:No,,0.981
572,1:No,1:No,,0.998
573,1:No,1:No,,0.968
574,1:No,1:No,,0.999
575,1:No,1:No,,0.971
576,1:No,1:No,,0.976
577,1:No,1:No,,0.956
578,1:No,1:No,,0.968
579,1:No,1:No,,0.998
580,1:No,1:No,,0.977
581,1:No,1:No,,0.956
582,1:No,1:No,,0.995
583,1:No,1:No,,0.993
584,1:No,1:No,,0.998
585,1:No,1:No,,1
586,1:No,1:No,,0.995
587,1:No,1:No,,0.994
588,1:No,1:No,,0.981
589,1:No,1:No,,0.99
590,1:No,1:No,,0.978
591,1:No,1:No,,0.995
592,1:No,1:No,,0.998
593,1:No,1:No,,0.999
594,1:No,1:No,,0.984
595,1:No,1:No,,1
596,1:No,1:No,,0.97
597,1:No,1:No,,0.992
598,1:No,1:No,,0.993
599,1:No,1:No,,0.999
600,1:No,1:No,,0.964
601,1:No,1:No,,0.999
602,1:No,1:No,,0.995
603,1:No,1:No,,0.969
604,1:No,1:No,,0.994
605,1:No,1:No,,0.99
606,1:No,1:No,,0.989
607,1:No,1:No,,0.992
608,1:No,1:No,,0.999
609,1:No,1:No,,0.993
610,1:No,1:No,,0.997
611,1:No,1:No,,0.985
612,1:No,1:No,,0.99
613,1:No,1:No,,0.998
614,1:No,1:No,,0.99
615,1:No,1:No,,0.987
616,1:No,1:No,,0.997
617,1:No,1:No,,1
618,1:No,1:No,,0.979
619,1:No,1:No,,0.997
620,1:No,1:No,,0.962
621,1:No,1:No,,0.991
622,1:No,1:No,,0.998
623,1:No,1:No,,0.996
624,1:No,1:No,,0.999
625,1:No,1:No,,0.997
626,1:No,1:No,,0.998
627,1:No,1:No,,0.995
628,1:No,1:No,,0.979
629,1:No,1:No,,0.998
630,1:No,1:No,,0.936
631,1:No,1:No,,0.999
632,1:No,1:No,,0.984
633,1:No,1:No,,0.998
634,1:No,1:No,,0.999
635,1:No,1:No,,0.999
636,1:No,1:No,,0.974
637,1:No,1:No,,0.999
638,1:No,1:No,,0.988
639,1:No,1:No,,0.994
640,1:No,1:No,,1
641,1:No,1:No,,1
642,1:No,1:No,,0.999
643,1:No,1:No,,0.997
644,1:No,1:No,,0.993
645,1:No,1:No,,0.998
646,1:No,1:No,,0.998
647,1:No,1:No,,0.998
648,1:No,1:No,,0.995
649,1:No,1:No,,0.998
650,1:No,1:No,,0.864
651,1:No,1:No,,0.991
652,1:No,1:No,,1
653,1:No,1:No,,0.985
654,1:No,1:No,,0.999
655,1:No,1:No,,0.979
656,1:No,1:No,,0.998
657,1:No,1:No,,0.986
658,1:No,1:No,,0.999
659,1:No,1:No,,0.97
660,1:No,1:No,,0.988
661,1:No,1:No,,0.988
662,1:No,1:No,,0.994
663,1:No,1:No,,0.999
664,1:No,1:No,,0.995
665,1:No,1:No,,0.972
666,1:No,1:No,,0.998
667,1:No,1:No,,0.996
668,1:No,1:No,,0.999
669,1:No,1:No,,0.993
670,1:No,1:No,,0.941
671,1:No,1:No,,0.939
672,1:No,1:No,,0.988
673,1:No,1:No,,0.999
674,1:No,1:No,,1
675,1:No,1:No,,0.969
676,1:No,1:No,,0.984
677,1:No,1:No,,1
678,1:No,1:No,,0.997
679,1:No,1:No,,0.974
680,1:No,1:No,,0.99
681,1:No,1:No,,0.964
682,1:No,1:No,,0.999
683,1:No,1:No,,0.987
684,1:No,1:No,,0.996
685,2:Yes,1:No,+,1
686,2:Yes,1:No,+,0.995
687,2:Yes,1:No,+,0.993
688,2:Yes,1:No,+,0.996
689,2:Yes,1:No,+,0.524
690,2:Yes,1:No,+,0.936
691,2:Yes,1:No,+,0.989
692,2:Yes,1:No,+,0.986
693,2:Yes,1:No,+,0.998
694,2:Yes,1:No,+,0.998
695,2:Yes,1:No,+,0.997
696,2:Yes,1:No,+,0.97
697,2:Yes,1:No,+,0.939
698,2:Yes,1:No,+,0.989
699,2:Yes,1:No,+,0.977
700,2:Yes,1:No,+,0.997
701,2:Yes,1:No,+,0.999
702,2:Yes,1:No,+,0.998
703,2:Yes,1:No,+,0.979
704,2:Yes,1:No,+,0.992
705,2:Yes,1:No,+,0.973
706,2:Yes,1:No,+,0.988
707,2:Yes,1:No,+,0.999
708,2:Yes,1:No,+,0.999
709,2:Yes,1:No,+,0.999
710,2:Yes,1:No,+,0.999
711,2:Yes,1:No,+,0.998
712,2:Yes,1:No,+,0.996
713,2:Yes,1:No,+,0.985
714,2:Yes,1:No,+,0.999
715,2:Yes,1:No,+,0.982
716,2:Yes,1:No,+,0.988
717,2:Yes,1:No,+,0.967
718,2:Yes,1:No,+,1
719,2:Yes,1:No,+,0.995
720,2:Yes,1:No,+,0.999
721,2:Yes,1:No,+,0.943
722,2:Yes,1:No,+,0.963
723,2:Yes,1:No,+,0.996
724,2:Yes,1:No,+,0.994
725,2:Yes,1:No,+,0.969
726,2:Yes,1:No,+,0.981
727,2:Yes,1:No,+,0.99
728,2:Yes,1:No,+,0.982
729,2:Yes,1:No,+,0.963
730,2:Yes,1:No,+,0.996
731,2:Yes,1:No,+,0.976
732,2:Yes,1:No,+,0.989
733,2:Yes,1:No,+,0.953
734,2:Yes,1:No,+,0.981
735,2:Yes,1:No,+,0.998
736,2:Yes,1:No,+,0.672
737,2:Yes,1:No,+,0.994
738,2:Yes,1:No,+,0.975
739,2:Yes,1:No,+,0.999
740,2:Yes,1:No,+,0.997
741,2:Yes,1:No,+,0.996
742,2:Yes,1:No,+,0.998
743,2:Yes,1:No,+,0.995
744,2:Yes,1:No,+,0.998
745,2:Yes,1:No,+,0.999
746,2:Yes,1:No,+,0.983
747,2:Yes,1:No,+,0.994

