@relation ThresholdCurve

@attribute 'True Positives' numeric
@attribute 'False Negatives' numeric
@attribute 'False Positives' numeric
@attribute 'True Negatives' numeric
@attribute 'False Positive Rate' numeric
@attribute 'True Positive Rate' numeric
@attribute Precision numeric
@attribute Recall numeric
@attribute Fallout numeric
@attribute FMeasure numeric
@attribute 'Sample Size' numeric
@attribute Lift numeric
@attribute Threshold numeric

@data
52,11,465,219,0.679825,0.825397,0.10058,0.825397,0.89942,0.17931,0.692102,1.192595,0.000002
52,11,464,220,0.678363,0.825397,0.100775,0.825397,0.899225,0.17962,0.690763,1.194906,0.000002
52,11,463,221,0.676901,0.825397,0.100971,0.825397,0.899029,0.179931,0.689424,1.197226,0.000002
52,11,462,222,0.675439,0.825397,0.101167,0.825397,0.898833,0.180243,0.688086,1.199555,0.000002
52,11,461,223,0.673977,0.825397,0.101365,0.825397,0.898635,0.180556,0.686747,1.201894,0.000002
52,11,460,224,0.672515,0.825397,0.101563,0.825397,0.898438,0.18087,0.685408,1.204241,0.000002
51,12,460,224,0.672515,0.809524,0.099804,0.809524,0.900196,0.1777,0.68407,1.183394,0.000002
51,12,459,225,0.671053,0.809524,0.1,0.809524,0.9,0.17801,0.682731,1.185714,0.000002
50,13,459,225,0.671053,0.793651,0.098232,0.793651,0.901768,0.174825,0.681392,1.164749,0.000002
50,13,458,226,0.669591,0.793651,0.098425,0.793651,0.901575,0.175131,0.680054,1.167042,0.000002
50,13,457,227,0.668129,0.793651,0.098619,0.793651,0.901381,0.175439,0.678715,1.169343,0.000002
50,13,456,228,0.666667,0.793651,0.098814,0.793651,0.901186,0.175747,0.677376,1.171654,0.000002
50,13,455,229,0.665205,0.793651,0.09901,0.793651,0.90099,0.176056,0.676037,1.173975,0.000002
50,13,454,230,0.663743,0.793651,0.099206,0.793651,0.900794,0.176367,0.674699,1.176304,0.000002
49,14,454,230,0.663743,0.777778,0.097416,0.777778,0.902584,0.173145,0.67336,1.15507,0.000002
49,14,453,231,0.662281,0.777778,0.09761,0.777778,0.90239,0.173451,0.672021,1.157371,0.000002
49,14,452,232,0.660819,0.777778,0.097804,0.777778,0.902196,0.173759,0.670683,1.159681,0.000002
49,14,451,233,0.659357,0.777778,0.098,0.777778,0.902,0.174067,0.669344,1.162,0.000002
48,15,451,233,0.659357,0.761905,0.096192,0.761905,0.903808,0.170819,0.668005,1.140567,0.000002
47,16,451,233,0.659357,0.746032,0.094378,0.746032,0.905622,0.167558,0.666667,1.119048,0.000002
47,16,450,234,0.657895,0.746032,0.094567,0.746032,0.905433,0.167857,0.665328,1.121299,0.000002
47,16,449,235,0.656433,0.746032,0.094758,0.746032,0.905242,0.168157,0.663989,1.12356,0.000002
47,16,448,236,0.654971,0.746032,0.094949,0.746032,0.905051,0.168459,0.662651,1.12583,0.000002
46,17,448,236,0.654971,0.730159,0.093117,0.730159,0.906883,0.165171,0.661312,1.104106,0.000002
46,17,447,237,0.653509,0.730159,0.093306,0.730159,0.906694,0.165468,0.659973,1.106346,0.000003
46,17,446,238,0.652047,0.730159,0.093496,0.730159,0.906504,0.165766,0.658635,1.108595,0.000003
46,17,445,239,0.650585,0.730159,0.093686,0.730159,0.906314,0.166065,0.657296,1.110852,0.000003
46,17,444,240,0.649123,0.730159,0.093878,0.730159,0.906122,0.166365,0.655957,1.11312,0.000003
46,17,443,241,0.647661,0.730159,0.09407,0.730159,0.90593,0.166667,0.654618,1.115396,0.000003
46,17,442,242,0.646199,0.730159,0.094262,0.730159,0.905738,0.166969,0.65328,1.117681,0.000003
46,17,441,243,0.644737,0.730159,0.094456,0.730159,0.905544,0.167273,0.651941,1.119977,0.000003
46,17,440,244,0.643275,0.730159,0.09465,0.730159,0.90535,0.167577,0.650602,1.122281,0.000003
46,17,439,245,0.641813,0.730159,0.094845,0.730159,0.905155,0.167883,0.649264,1.124595,0.000003
46,17,438,246,0.640351,0.730159,0.095041,0.730159,0.904959,0.16819,0.647925,1.126919,0.000003
46,17,437,247,0.638889,0.730159,0.095238,0.730159,0.904762,0.168498,0.646586,1.129252,0.000003
46,17,436,248,0.637427,0.730159,0.095436,0.730159,0.904564,0.168807,0.645248,1.131595,0.000003
45,18,436,248,0.637427,0.714286,0.093555,0.714286,0.906445,0.165441,0.643909,1.109296,0.000003
45,18,435,249,0.635965,0.714286,0.09375,0.714286,0.90625,0.165746,0.64257,1.111607,0.000003
