

=== Predictions on test data ===

inst#,actual,predicted,error,prediction
155,1:No,1:No,,0.987
156,1:No,1:No,,0.909
157,1:No,1:No,,0.929
158,1:No,1:No,,0.971
159,1:No,1:No,,0.851
160,1:No,1:No,,0.975
161,1:No,1:No,,0.79
162,1:No,1:No,,0.95
163,1:No,1:No,,0.825
164,1:No,1:No,,0.889
165,1:No,1:No,,0.991
166,1:No,1:No,,0.926
167,1:No,1:No,,0.948
168,1:No,1:No,,0.956
169,1:No,1:No,,0.927
170,1:No,1:No,,0.926
171,1:No,1:No,,0.946
172,1:No,1:No,,0.92
173,1:No,1:No,,0.977
174,1:No,1:No,,0.958
175,1:No,1:No,,0.957
176,1:No,1:No,,0.976
177,1:No,1:No,,0.971
178,1:No,1:No,,0.934
179,1:No,1:No,,0.906
180,1:No,1:No,,0.903
181,1:No,1:No,,0.992
182,1:No,1:No,,0.94
183,1:No,1:No,,0.9
184,1:No,1:No,,0.983
185,1:No,1:No,,0.98
186,1:No,1:No,,0.98
187,1:No,1:No,,0.84
188,1:No,1:No,,0.985
189,1:No,1:No,,0.976
190,1:No,1:No,,0.926
191,1:No,1:No,,0.859
192,1:No,1:No,,0.939
193,1:No,1:No,,0.944
194,1:No,1:No,,0.933
195,1:No,1:No,,0.897
196,1:No,1:No,,0.983
197,1:No,1:No,,0.986
198,1:No,1:No,,0.969
199,1:No,1:No,,0.804
200,1:No,1:No,,0.899
201,1:No,1:No,,0.989
202,1:No,1:No,,0.821
203,1:No,1:No,,0.991
204,1:No,1:No,,0.995
205,1:No,1:No,,0.995
206,1:No,1:No,,0.941
207,1:No,1:No,,0.907
208,1:No,1:No,,0.974
209,1:No,1:No,,0.963
210,1:No,1:No,,0.949
211,1:No,1:No,,0.856
212,1:No,1:No,,0.866
213,1:No,1:No,,0.955
214,1:No,1:No,,0.974
215,1:No,1:No,,0.974
216,1:No,1:No,,0.985
217,1:No,1:No,,0.971
218,1:No,1:No,,0.972
219,1:No,1:No,,0.94
220,1:No,1:No,,0.988
221,1:No,1:No,,0.986
222,1:No,1:No,,0.865
223,1:No,1:No,,0.964
224,1:No,1:No,,0.95
225,1:No,1:No,,0.977
226,1:No,1:No,,0.966
227,1:No,1:No,,0.974
228,1:No,1:No,,0.967
229,1:No,1:No,,0.943
230,1:No,1:No,,0.862
231,1:No,1:No,,0.969
232,1:No,1:No,,0.831
233,1:No,1:No,,0.998
234,1:No,1:No,,0.888
235,1:No,1:No,,0.849
236,1:No,1:No,,0.966
237,1:No,1:No,,0.991
238,1:No,1:No,,0.929
239,1:No,1:No,,0.975
240,1:No,1:No,,0.985
241,1:No,1:No,,0.973
242,1:No,1:No,,0.977
243,1:No,1:No,,0.978
244,1:No,1:No,,0.972
245,1:No,1:No,,0.904
246,1:No,1:No,,0.991
247,1:No,1:No,,0.937
248,1:No,1:No,,0.99
249,1:No,1:No,,0.951
250,1:No,1:No,,0.827
251,1:No,1:No,,0.758
252,1:No,1:No,,0.985
253,1:No,1:No,,0.9
254,1:No,1:No,,0.969
255,1:No,1:No,,0.928
256,1:No,1:No,,0.955
257,1:No,1:No,,0.969
258,1:No,1:No,,0.977
259,1:No,1:No,,0.863
260,1:No,1:No,,0.758
261,1:No,1:No,,0.908
262,1:No,1:No,,0.972
263,1:No,1:No,,0.98
264,1:No,1:No,,0.979
265,1:No,1:No,,0.923
266,1:No,1:No,,0.954
267,1:No,1:No,,0.986
268,1:No,1:No,,0.981
269,1:No,1:No,,0.869
270,1:No,1:No,,0.849
271,1:No,1:No,,0.957
272,1:No,1:No,,0.983
273,1:No,1:No,,0.985
274,1:No,1:No,,0.983
275,1:No,1:No,,0.97
276,1:No,1:No,,0.867
277,1:No,1:No,,0.977
278,1:No,1:No,,0.988
279,1:No,1:No,,0.973
280,1:No,1:No,,0.985
281,1:No,1:No,,0.982
282,1:No,1:No,,0.973
283,1:No,1:No,,0.797
284,1:No,1:No,,0.978
285,1:No,1:No,,0.984
286,1:No,1:No,,0.962
287,1:No,1:No,,0.951
288,1:No,1:No,,0.972
289,1:No,1:No,,0.974
290,1:No,1:No,,0.89
291,1:No,1:No,,0.989
292,1:No,1:No,,0.976
293,1:No,1:No,,0.972
294,1:No,1:No,,0.891
295,1:No,1:No,,0.99
296,1:No,1:No,,0.957
297,1:No,1:No,,0.858
298,1:No,1:No,,0.981
299,1:No,1:No,,0.945
300,1:No,1:No,,0.982
301,1:No,1:No,,0.878
302,1:No,1:No,,0.837
303,1:No,1:No,,0.944
304,1:No,1:No,,0.978
305,1:No,1:No,,0.913
306,1:No,1:No,,0.972
307,1:No,1:No,,0.823
308,1:No,1:No,,0.918
309,1:No,1:No,,0.799
310,1:No,1:No,,0.992
311,1:No,1:No,,0.965
312,1:No,1:No,,0.961
313,1:No,1:No,,0.803
314,1:No,1:No,,0.972
315,1:No,1:No,,0.958
316,1:No,1:No,,0.985
317,1:No,1:No,,0.978
318,1:No,1:No,,0.731
319,1:No,1:No,,0.987
320,1:No,1:No,,0.808
321,1:No,1:No,,0.83
322,1:No,1:No,,0.955
323,1:No,1:No,,0.939
324,1:No,1:No,,0.983
325,1:No,1:No,,0.971
326,1:No,1:No,,0.922
327,1:No,1:No,,0.989
328,1:No,1:No,,0.931
329,1:No,1:No,,0.976
330,1:No,1:No,,0.976
331,1:No,1:No,,0.77
332,1:No,1:No,,0.943
333,1:No,1:No,,0.992
334,1:No,1:No,,0.911
335,1:No,1:No,,0.935
336,1:No,1:No,,0.983
337,1:No,1:No,,0.972
338,1:No,1:No,,0.966
339,1:No,1:No,,0.822
340,1:No,1:No,,0.882
341,1:No,1:No,,0.833
342,1:No,1:No,,0.863
343,1:No,1:No,,0.876
344,1:No,1:No,,0.964
345,1:No,1:No,,0.953
346,1:No,1:No,,0.98
347,1:No,1:No,,0.982
348,1:No,1:No,,0.979
349,1:No,1:No,,0.948
350,1:No,1:No,,0.86
351,1:No,1:No,,0.958
352,1:No,1:No,,0.836
353,1:No,1:No,,0.879
354,1:No,1:No,,0.945
355,1:No,1:No,,0.829
356,1:No,1:No,,0.972
357,1:No,1:No,,0.936
358,1:No,1:No,,0.936
359,1:No,1:No,,0.987
360,1:No,1:No,,0.985
361,1:No,1:No,,0.914
362,1:No,1:No,,0.971
363,1:No,1:No,,0.747
364,1:No,1:No,,0.974
365,1:No,1:No,,0.98
366,1:No,1:No,,0.955
367,1:No,1:No,,0.982
368,1:No,1:No,,0.826
369,1:No,1:No,,0.984
370,1:No,1:No,,0.9
371,1:No,1:No,,0.868
372,1:No,1:No,,0.98
373,1:No,1:No,,0.984
374,1:No,1:No,,0.933
375,1:No,1:No,,0.769
376,1:No,1:No,,0.947
377,1:No,1:No,,0.929
378,1:No,1:No,,0.962
379,1:No,1:No,,0.816
380,1:No,1:No,,0.952
381,1:No,1:No,,0.837
382,1:No,1:No,,0.91
383,1:No,1:No,,0.949
384,1:No,1:No,,0.991
385,1:No,1:No,,0.973
386,1:No,1:No,,0.946
387,1:No,1:No,,0.967
388,1:No,1:No,,0.887
389,1:No,1:No,,0.977
390,1:No,1:No,,0.982
391,1:No,1:No,,0.937
392,1:No,1:No,,0.769
393,1:No,1:No,,0.95
394,1:No,1:No,,0.968
395,1:No,1:No,,0.897
396,1:No,1:No,,0.939
397,1:No,1:No,,0.838
398,1:No,1:No,,0.917
399,1:No,1:No,,0.989
400,1:No,1:No,,0.956
401,1:No,1:No,,0.987
402,1:No,1:No,,0.981
403,1:No,1:No,,0.972
404,1:No,1:No,,0.898
405,1:No,1:No,,0.974
406,1:No,1:No,,0.968
407,1:No,1:No,,0.969
408,1:No,1:No,,0.967
409,1:No,1:No,,0.978
410,1:No,1:No,,0.976
411,1:No,1:No,,0.975
412,1:No,1:No,,0.952
413,1:No,1:No,,0.924
414,1:No,1:No,,0.953
415,1:No,1:No,,0.981
416,1:No,1:No,,0.962
417,1:No,1:No,,0.966
418,1:No,1:No,,0.948
419,1:No,1:No,,0.943
420,1:No,1:No,,0.983
421,1:No,1:No,,0.982
422,1:No,1:No,,0.96
423,1:No,1:No,,0.983
424,1:No,1:No,,0.932
425,1:No,1:No,,0.964
426,1:No,1:No,,0.988
427,1:No,1:No,,0.965
428,1:No,1:No,,0.901
429,1:No,1:No,,0.964
430,1:No,1:No,,0.978
431,1:No,1:No,,0.932
432,1:No,1:No,,0.97
433,1:No,1:No,,0.987
434,1:No,1:No,,0.94
435,1:No,1:No,,0.976
436,1:No,1:No,,0.972
437,1:No,1:No,,0.989
438,1:No,1:No,,0.983
439,1:No,1:No,,0.975
440,1:No,1:No,,0.932
441,1:No,1:No,,0.913
442,1:No,1:No,,0.779
443,1:No,1:No,,0.989
444,1:No,1:No,,0.981
445,1:No,1:No,,0.986
446,1:No,1:No,,0.972
447,1:No,1:No,,0.987
448,1:No,1:No,,0.879
449,1:No,1:No,,0.948
450,1:No,1:No,,0.994
451,1:No,1:No,,0.983
452,1:No,1:No,,0.99
453,1:No,1:No,,0.972
454,1:No,1:No,,0.915
455,1:No,1:No,,0.937
456,1:No,1:No,,0.925
457,1:No,1:No,,0.978
458,1:No,1:No,,0.827
459,1:No,1:No,,0.798
460,1:No,1:No,,0.854
461,1:No,1:No,,0.968
462,1:No,1:No,,0.99
463,1:No,1:No,,0.982
464,1:No,1:No,,0.967
465,1:No,1:No,,0.994
466,1:No,1:No,,0.99
467,1:No,1:No,,0.987
468,1:No,1:No,,0.938
469,1:No,1:No,,0.945
470,1:No,1:No,,0.906
471,1:No,1:No,,0.95
472,1:No,1:No,,0.916
473,1:No,1:No,,0.98
474,1:No,1:No,,0.959
475,1:No,1:No,,0.982
476,1:No,1:No,,0.98
477,1:No,1:No,,0.956
478,1:No,1:No,,0.947
479,1:No,1:No,,0.982
480,1:No,1:No,,0.984
481,1:No,1:No,,0.975
482,1:No,1:No,,0.963
483,1:No,1:No,,0.962
484,1:No,1:No,,0.873
485,1:No,1:No,,0.953
486,1:No,1:No,,0.811
487,1:No,1:No,,0.965
488,1:No,1:No,,0.988
489,1:No,1:No,,0.959
490,1:No,1:No,,0.993
491,1:No,1:No,,0.969
492,1:No,1:No,,0.959
493,1:No,1:No,,0.965
494,1:No,1:No,,0.978
495,1:No,1:No,,0.977
496,1:No,1:No,,0.987
497,1:No,1:No,,0.89
498,1:No,1:No,,0.991
499,1:No,1:No,,0.984
500,1:No,1:No,,0.946
501,1:No,1:No,,0.978
502,1:No,1:No,,0.9
503,1:No,1:No,,0.987
504,1:No,1:No,,0.921
505,1:No,1:No,,0.978
506,1:No,1:No,,0.877
507,1:No,1:No,,0.984
508,1:No,1:No,,0.976
509,1:No,1:No,,0.948
510,1:No,1:No,,0.816
511,1:No,1:No,,0.964
512,1:No,1:No,,0.987
513,1:No,1:No,,0.915
514,1:No,1:No,,0.857
515,1:No,1:No,,0.92
516,1:No,1:No,,0.996
517,1:No,1:No,,0.896
518,1:No,1:No,,0.917
519,1:No,1:No,,0.987
520,1:No,1:No,,0.967
521,1:No,1:No,,0.931
522,1:No,1:No,,0.793
523,1:No,1:No,,0.975
524,1:No,1:No,,0.904
525,1:No,1:No,,0.951
526,1:No,1:No,,0.966
527,1:No,1:No,,0.89
528,1:No,1:No,,0.962
529,1:No,1:No,,0.967
530,1:No,1:No,,0.972
531,1:No,1:No,,0.953
532,1:No,1:No,,0.965
533,1:No,1:No,,0.985
534,1:No,1:No,,0.981
535,1:No,1:No,,0.774
536,1:No,1:No,,0.992
537,1:No,1:No,,0.99
538,1:No,1:No,,0.99
539,1:No,1:No,,0.939
540,1:No,1:No,,0.983
541,1:No,1:No,,0.961
542,1:No,1:No,,0.908
543,1:No,1:No,,0.965
544,1:No,1:No,,0.985
545,1:No,1:No,,0.948
546,1:No,1:No,,0.985
547,1:No,1:No,,0.98
548,1:No,1:No,,0.945
549,1:No,1:No,,0.985
550,1:No,1:No,,0.808
551,1:No,1:No,,0.977
552,1:No,1:No,,0.908
553,1:No,1:No,,0.94
554,1:No,1:No,,0.796
555,1:No,1:No,,0.982
556,1:No,1:No,,0.853
557,1:No,1:No,,0.99
558,1:No,1:No,,0.972
559,1:No,1:No,,0.94
560,1:No,1:No,,0.978
561,1:No,1:No,,0.971
562,1:No,1:No,,0.988
563,1:No,1:No,,0.922
564,1:No,1:No,,0.904
565,1:No,1:No,,0.964
566,1:No,1:No,,0.992
567,1:No,1:No,,0.978
568,1:No,1:No,,0.977
569,1:No,1:No,,0.955
570,1:No,1:No,,0.971
571,1:No,1:No,,0.956
572,1:No,1:No,,0.98
573,1:No,1:No,,0.909
574,1:No,1:No,,0.983
575,1:No,1:No,,0.908
576,1:No,1:No,,0.93
577,1:No,1:No,,0.786
578,1:No,1:No,,0.809
579,1:No,1:No,,0.97
580,1:No,1:No,,0.954
581,1:No,1:No,,0.907
582,1:No,1:No,,0.993
583,1:No,1:No,,0.963
584,1:No,1:No,,0.979
585,1:No,1:No,,0.989
586,1:No,1:No,,0.926
587,1:No,1:No,,0.952
588,1:No,1:No,,0.949
589,1:No,1:No,,0.943
590,1:No,1:No,,0.916
591,1:No,1:No,,0.948
592,1:No,1:No,,0.98
593,1:No,1:No,,0.988
594,1:No,1:No,,0.929
595,1:No,1:No,,0.989
596,1:No,1:No,,0.966
597,1:No,1:No,,0.958
598,1:No,1:No,,0.918
599,1:No,1:No,,0.985
600,1:No,1:No,,0.906
601,1:No,1:No,,0.988
602,1:No,1:No,,0.987
603,1:No,1:No,,0.854
604,1:No,1:No,,0.985
605,1:No,1:No,,0.92
606,1:No,1:No,,0.967
607,1:No,1:No,,0.955
608,1:No,1:No,,0.982
609,1:No,1:No,,0.953
610,1:No,1:No,,0.971
611,1:No,1:No,,0.966
612,1:No,1:No,,0.945
613,1:No,1:No,,0.948
614,1:No,1:No,,0.879
615,1:No,1:No,,0.933
616,1:No,1:No,,0.977
617,1:No,1:No,,0.986
618,1:No,1:No,,0.955
619,1:No,1:No,,0.971
620,1:No,1:No,,0.903
621,1:No,1:No,,0.963
622,1:No,1:No,,0.994
623,1:No,1:No,,0.969
624,1:No,1:No,,0.988
625,1:No,1:No,,0.971
626,1:No,1:No,,0.979
627,1:No,1:No,,0.967
628,1:No,1:No,,0.974
629,1:No,1:No,,0.957
630,1:No,1:No,,0.799
631,1:No,1:No,,0.977
632,1:No,1:No,,0.973
633,1:No,1:No,,0.966
634,1:No,1:No,,0.987
635,1:No,1:No,,0.987
636,1:No,1:No,,0.967
637,1:No,1:No,,0.989
638,1:No,1:No,,0.953
639,1:No,1:No,,0.92
640,1:No,1:No,,0.986
641,1:No,1:No,,0.992
642,1:No,1:No,,0.985
643,1:No,1:No,,0.972
644,1:No,1:No,,0.919
645,1:No,1:No,,0.984
646,1:No,1:No,,0.984
647,1:No,1:No,,0.99
648,1:No,1:No,,0.959
649,1:No,1:No,,0.986
650,1:No,1:No,,0.741
651,1:No,1:No,,0.942
652,1:No,1:No,,0.99
653,1:No,1:No,,0.962
654,1:No,1:No,,0.988
655,1:No,1:No,,0.923
656,1:No,1:No,,0.971
657,1:No,1:No,,0.891
658,1:No,1:No,,0.987
659,1:No,1:No,,0.958
660,1:No,1:No,,0.872
661,1:No,1:No,,0.961
662,1:No,1:No,,0.958
663,1:No,1:No,,0.979
664,1:No,1:No,,0.974
665,1:No,1:No,,0.882
666,1:No,1:No,,0.979
667,1:No,1:No,,0.967
668,1:No,1:No,,0.991
669,1:No,1:No,,0.983
670,1:No,1:No,,0.785
671,1:No,1:No,,0.806
672,1:No,1:No,,0.956
673,1:No,1:No,,0.981
674,1:No,1:No,,0.996
675,1:No,1:No,,0.949
676,1:No,1:No,,0.955
677,1:No,1:No,,0.987
678,1:No,1:No,,0.974
679,1:No,1:No,,0.865
680,1:No,1:No,,0.956
681,1:No,1:No,,0.932
682,1:No,1:No,,0.996
683,1:No,1:No,,0.963
684,1:No,1:No,,0.969
685,2:Yes,1:No,+,0.985
686,2:Yes,1:No,+,0.948
687,2:Yes,1:No,+,0.95
688,2:Yes,1:No,+,0.935
689,2:Yes,1:No,+,0.722
690,2:Yes,1:No,+,0.83
691,2:Yes,1:No,+,0.912
692,2:Yes,1:No,+,0.928
693,2:Yes,1:No,+,0.97
694,2:Yes,1:No,+,0.985
695,2:Yes,1:No,+,0.98
696,2:Yes,1:No,+,0.916
697,2:Yes,1:No,+,0.797
698,2:Yes,1:No,+,0.945
699,2:Yes,1:No,+,0.841
700,2:Yes,1:No,+,0.978
701,2:Yes,1:No,+,0.973
702,2:Yes,1:No,+,0.971
703,2:Yes,1:No,+,0.916
704,2:Yes,1:No,+,0.958
705,2:Yes,1:No,+,0.922
706,2:Yes,1:No,+,0.934
707,2:Yes,1:No,+,0.987
708,2:Yes,1:No,+,0.987
709,2:Yes,1:No,+,0.964
710,2:Yes,1:No,+,0.984
711,2:Yes,1:No,+,0.976
712,2:Yes,1:No,+,0.943
713,2:Yes,1:No,+,0.963
714,2:Yes,1:No,+,0.991
715,2:Yes,1:No,+,0.859
716,2:Yes,1:No,+,0.914
717,2:Yes,1:No,+,0.861
718,2:Yes,1:No,+,0.981
719,2:Yes,1:No,+,0.957
720,2:Yes,1:No,+,0.972
721,2:Yes,1:No,+,0.826
722,2:Yes,1:No,+,0.868
723,2:Yes,1:No,+,0.936
724,2:Yes,1:No,+,0.969
725,2:Yes,1:No,+,0.904
726,2:Yes,1:No,+,0.908
727,2:Yes,1:No,+,0.909
728,2:Yes,1:No,+,0.876
729,2:Yes,1:No,+,0.882
730,2:Yes,1:No,+,0.964
731,2:Yes,1:No,+,0.935
732,2:Yes,1:No,+,0.959
733,2:Yes,1:No,+,0.886
734,2:Yes,1:No,+,0.893
735,2:Yes,1:No,+,0.953
736,2:Yes,1:No,+,0.738
737,2:Yes,1:No,+,0.962
738,2:Yes,1:No,+,0.924
739,2:Yes,1:No,+,0.986
740,2:Yes,1:No,+,0.971
741,2:Yes,1:No,+,0.976
742,2:Yes,1:No,+,0.973
743,2:Yes,1:No,+,0.973
744,2:Yes,1:No,+,0.98
745,2:Yes,1:No,+,0.995
746,2:Yes,1:No,+,0.937
747,2:Yes,1:No,+,0.98

