'True Positives','False Negatives','False Positives','True Negatives','False Positive Rate','True Positive Rate',Precision,Recall,Fallout,FMeasure,'Sample Size',Lift,Threshold
62,1,649,35,0.94883,0.984127,0.087201,0.984127,0.912799,0.160207,0.951807,1.033956,0.010086
62,1,648,36,0.947368,0.984127,0.087324,0.984127,0.912676,0.160414,0.950469,1.035412,0.010119
61,2,648,36,0.947368,0.968254,0.086037,0.968254,0.913963,0.158031,0.94913,1.020149,0.010152
61,2,647,37,0.945906,0.968254,0.086158,0.968254,0.913842,0.158236,0.947791,1.02159,0.010171
61,2,646,38,0.944444,0.968254,0.08628,0.968254,0.91372,0.158442,0.946452,1.023035,0.010335
61,2,645,39,0.942982,0.968254,0.086402,0.968254,0.913598,0.158648,0.945114,1.024484,0.010376
61,2,644,40,0.94152,0.968254,0.086525,0.968254,0.913475,0.158854,0.943775,1.025937,0.010391
61,2,643,41,0.940058,0.968254,0.086648,0.968254,0.913352,0.159061,0.942436,1.027394,0.010507
61,2,642,42,0.938596,0.968254,0.086771,0.968254,0.913229,0.159269,0.941098,1.028856,0.010537
61,2,641,43,0.937135,0.968254,0.086895,0.968254,0.913105,0.159477,0.939759,1.030322,0.010627
61,2,640,44,0.935673,0.968254,0.087019,0.968254,0.912981,0.159686,0.93842,1.031791,0.010629
61,2,639,45,0.934211,0.968254,0.087143,0.968254,0.912857,0.159895,0.937082,1.033265,0.010739
61,2,638,46,0.932749,0.968254,0.087268,0.968254,0.912732,0.160105,0.935743,1.034744,0.010987
61,2,637,47,0.931287,0.968254,0.087393,0.968254,0.912607,0.160315,0.934404,1.036226,0.011085
61,2,636,48,0.929825,0.968254,0.087518,0.968254,0.912482,0.160526,0.933066,1.037713,0.011348
61,2,635,49,0.928363,0.968254,0.087644,0.968254,0.912356,0.160738,0.931727,1.039204,0.011408
61,2,634,50,0.926901,0.968254,0.08777,0.968254,0.91223,0.16095,0.930388,1.040699,0.011422
61,2,633,51,0.925439,0.968254,0.087896,0.968254,0.912104,0.161162,0.92905,1.042198,0.01152
61,2,632,52,0.923977,0.968254,0.088023,0.968254,0.911977,0.161376,0.927711,1.043702,0.011609
61,2,631,53,0.922515,0.968254,0.08815,0.968254,0.91185,0.161589,0.926372,1.045211,0.011637
61,2,630,54,0.921053,0.968254,0.088278,0.968254,0.911722,0.161804,0.925033,1.046723,0.011704
61,2,629,55,0.919591,0.968254,0.088406,0.968254,0.911594,0.162019,0.923695,1.04824,0.011754
61,2,628,56,0.918129,0.968254,0.088534,0.968254,0.911466,0.162234,0.922356,1.049762,0.011899
61,2,627,57,0.916667,0.968254,0.088663,0.968254,0.911337,0.16245,0.921017,1.051287,0.012076
61,2,626,58,0.915205,0.968254,0.088792,0.968254,0.911208,0.162667,0.919679,1.052818,0.01212
61,2,625,59,0.913743,0.968254,0.088921,0.968254,0.911079,0.162884,0.91834,1.054352,0.012239
61,2,624,60,0.912281,0.968254,0.089051,0.968254,0.910949,0.163102,0.917001,1.055892,0.01237
61,2,623,61,0.910819,0.968254,0.089181,0.968254,0.910819,0.16332,0.915663,1.057435,0.012532
61,2,622,62,0.909357,0.968254,0.089312,0.968254,0.910688,0.163539,0.914324,1.058983,0.012627
61,2,621,63,0.907895,0.968254,0.089443,0.968254,0.910557,0.163758,0.912985,1.060536,0.012684
61,2,620,64,0.906433,0.968254,0.089574,0.968254,0.910426,0.163978,0.911647,1.062094,0.012746
61,2,619,65,0.904971,0.968254,0.089706,0.968254,0.910294,0.164199,0.910308,1.063655,0.012866
61,2,618,66,0.903509,0.968254,0.089838,0.968254,0.910162,0.16442,0.908969,1.065222,0.012877
61,2,617,67,0.902047,0.968254,0.089971,0.968254,0.910029,0.164642,0.907631,1.066793,0.012944
61,2,616,68,0.900585,0.968254,0.090103,0.968254,0.909897,0.164865,0.906292,1.068369,0.012972
61,2,615,69,0.899123,0.968254,0.090237,0.968254,0.909763,0.165088,0.904953,1.069949,0.012978
61,2,614,70,0.897661,0.968254,0.09037,0.968254,0.90963,0.165312,0.903614,1.071534,0.013108
61,2,613,71,0.896199,0.968254,0.090504,0.968254,0.909496,0.165536,0.902276,1.073124,0.013127
61,2,612,72,0.894737,0.968254,0.090639,0.968254,0.909361,0.165761,0.900937,1.074719,0.013158
60,3,612,72,0.894737,0.952381,0.089286,0.952381,0.910714,0.163265,0.899598,1.058673,0.013192
60,3,611,73,0.893275,0.952381,0.089419,0.952381,0.910581,0.163488,0.89826,1.060251,0.013413
60,3,610,74,0.891813,0.952381,0.089552,0.952381,0.910448,0.163711,0.896921,1.061834,0.013418
60,3,609,75,0.890351,0.952381,0.089686,0.952381,0.910314,0.163934,0.895582,1.063421,0.013424
60,3,608,76,0.888889,0.952381,0.08982,0.952381,0.91018,0.164159,0.894244,1.065013,0.013426
60,3,607,77,0.887427,0.952381,0.089955,0.952381,0.910045,0.164384,0.892905,1.06661,0.013463
60,3,606,78,0.885965,0.952381,0.09009,0.952381,0.90991,0.164609,0.891566,1.068211,0.013481
60,3,605,79,0.884503,0.952381,0.090226,0.952381,0.909774,0.164835,0.890228,1.069817,0.013505
60,3,604,80,0.883041,0.952381,0.090361,0.952381,0.909639,0.165062,0.888889,1.071429,0.013558
60,3,603,81,0.881579,0.952381,0.090498,0.952381,0.909502,0.165289,0.88755,1.073045,0.013605
60,3,602,82,0.880117,0.952381,0.090634,0.952381,0.909366,0.165517,0.886212,1.074666,0.013753
60,3,601,83,0.878655,0.952381,0.090772,0.952381,0.909228,0.165746,0.884873,1.076291,0.013763
60,3,600,84,0.877193,0.952381,0.090909,0.952381,0.909091,0.165975,0.883534,1.077922,0.013854
60,3,599,85,0.875731,0.952381,0.091047,0.952381,0.908953,0.166205,0.882195,1.079558,0.01387
60,3,598,86,0.874269,0.952381,0.091185,0.952381,0.908815,0.166436,0.880857,1.081198,0.013967
60,3,597,87,0.872807,0.952381,0.091324,0.952381,0.908676,0.166667,0.879518,1.082844,0.014045
60,3,596,88,0.871345,0.952381,0.091463,0.952381,0.908537,0.166898,0.878179,1.084495,0.014061
60,3,595,89,0.869883,0.952381,0.091603,0.952381,0.908397,0.167131,0.876841,1.08615,0.014153
60,3,594,90,0.868421,0.952381,0.091743,0.952381,0.908257,0.167364,0.875502,1.087811,0.014226
60,3,593,91,0.866959,0.952381,0.091884,0.952381,0.908116,0.167598,0.874163,1.089477,0.014235
60,3,592,92,0.865497,0.952381,0.092025,0.952381,0.907975,0.167832,0.872825,1.091148,0.014254
60,3,591,93,0.864035,0.952381,0.092166,0.952381,0.907834,0.168067,0.871486,1.092824,0.014365
60,3,590,94,0.862573,0.952381,0.092308,0.952381,0.907692,0.168303,0.870147,1.094505,0.014426
60,3,589,95,0.861111,0.952381,0.09245,0.952381,0.90755,0.168539,0.868809,1.096192,0.014516
60,3,588,96,0.859649,0.952381,0.092593,0.952381,0.907407,0.168776,0.86747,1.097884,0.014626
60,3,587,97,0.858187,0.952381,0.092736,0.952381,0.907264,0.169014,0.866131,1.09958,0.014641
60,3,586,98,0.856725,0.952381,0.092879,0.952381,0.907121,0.169252,0.864793,1.101283,0.014654
60,3,585,99,0.855263,0.952381,0.093023,0.952381,0.906977,0.169492,0.863454,1.10299,0.014746
60,3,584,100,0.853801,0.952381,0.093168,0.952381,0.906832,0.169731,0.862115,1.104703,0.014756
60,3,583,101,0.852339,0.952381,0.093313,0.952381,0.906687,0.169972,0.860776,1.106421,0.01483
59,4,583,101,0.852339,0.936508,0.0919,0.936508,0.9081,0.167376,0.859438,1.089675,0.014865
58,5,583,101,0.852339,0.920635,0.090484,0.920635,0.909516,0.164773,0.858099,1.072877,0.014874
58,5,582,102,0.850877,0.920635,0.090625,0.920635,0.909375,0.165007,0.85676,1.074554,0.015087
58,5,581,103,0.849415,0.920635,0.090767,0.920635,0.909233,0.165242,0.855422,1.076235,0.015281
58,5,580,104,0.847953,0.920635,0.090909,0.920635,0.909091,0.165478,0.854083,1.077922,0.015519
58,5,579,105,0.846491,0.920635,0.091052,0.920635,0.908948,0.165714,0.852744,1.079614,0.015562
58,5,578,106,0.845029,0.920635,0.091195,0.920635,0.908805,0.165951,0.851406,1.081312,0.015607
58,5,577,107,0.843567,0.920635,0.091339,0.920635,0.908661,0.166189,0.850067,1.083015,0.015721
57,6,577,107,0.843567,0.904762,0.089905,0.904762,0.910095,0.163558,0.848728,1.066021,0.015771
57,6,576,108,0.842105,0.904762,0.090047,0.904762,0.909953,0.163793,0.84739,1.067705,0.015802
57,6,575,109,0.840643,0.904762,0.09019,0.904762,0.90981,0.164029,0.846051,1.069394,0.015826
57,6,574,110,0.839181,0.904762,0.090333,0.904762,0.909667,0.164265,0.844712,1.071089,0.015994
57,6,573,111,0.837719,0.904762,0.090476,0.904762,0.909524,0.164502,0.843373,1.072789,0.016005
57,6,572,112,0.836257,0.904762,0.09062,0.904762,0.90938,0.16474,0.842035,1.074495,0.016044
56,7,572,112,0.836257,0.888889,0.089172,0.888889,0.910828,0.162084,0.840696,1.057325,0.016045
56,7,571,113,0.834795,0.888889,0.089314,0.888889,0.910686,0.162319,0.839357,1.059011,0.016064
56,7,570,114,0.833333,0.888889,0.089457,0.888889,0.910543,0.162554,0.838019,1.060703,0.016109
56,7,569,115,0.831871,0.888889,0.0896,0.888889,0.9104,0.162791,0.83668,1.0624,0.016162
56,7,568,116,0.830409,0.888889,0.089744,0.888889,0.910256,0.163028,0.835341,1.064103,0.016205
56,7,567,117,0.828947,0.888889,0.089888,0.888889,0.910112,0.163265,0.834003,1.065811,0.016208
56,7,566,118,0.827485,0.888889,0.090032,0.888889,0.909968,0.163504,0.832664,1.067524,0.016346
56,7,565,119,0.826023,0.888889,0.090177,0.888889,0.909823,0.163743,0.831325,1.069243,0.016356
56,7,564,120,0.824561,0.888889,0.090323,0.888889,0.909677,0.163982,0.829987,1.070968,0.016407
56,7,563,121,0.823099,0.888889,0.090468,0.888889,0.909532,0.164223,0.828648,1.072698,0.016555
56,7,562,122,0.821637,0.888889,0.090615,0.888889,0.909385,0.164464,0.827309,1.074434,0.016591
56,7,561,123,0.820175,0.888889,0.090762,0.888889,0.909238,0.164706,0.825971,1.076175,0.016613
56,7,560,124,0.818713,0.888889,0.090909,0.888889,0.909091,0.164948,0.824632,1.077922,0.016629
56,7,559,125,0.817251,0.888889,0.091057,0.888889,0.908943,0.165192,0.823293,1.079675,0.016641
56,7,558,126,0.815789,0.888889,0.091205,0.888889,0.908795,0.165436,0.821954,1.081433,0.016695
56,7,557,127,0.814327,0.888889,0.091354,0.888889,0.908646,0.16568,0.820616,1.083197,0.016723
56,7,556,128,0.812865,0.888889,0.091503,0.888889,0.908497,0.165926,0.819277,1.084967,0.016801
56,7,555,129,0.811404,0.888889,0.091653,0.888889,0.908347,0.166172,0.817938,1.086743,0.016841
56,7,554,130,0.809942,0.888889,0.091803,0.888889,0.908197,0.166419,0.8166,1.088525,0.017012
56,7,553,131,0.80848,0.888889,0.091954,0.888889,0.908046,0.166667,0.815261,1.090312,0.017103
56,7,552,132,0.807018,0.888889,0.092105,0.888889,0.907895,0.166915,0.813922,1.092105,0.017111
55,8,552,132,0.807018,0.873016,0.09061,0.873016,0.90939,0.164179,0.812584,1.07437,0.017212
55,8,551,133,0.805556,0.873016,0.090759,0.873016,0.909241,0.164425,0.811245,1.076143,0.017374
55,8,550,134,0.804094,0.873016,0.090909,0.873016,0.909091,0.164671,0.809906,1.077922,0.01742
55,8,549,135,0.802632,0.873016,0.09106,0.873016,0.90894,0.164918,0.808568,1.079707,0.017441
55,8,548,136,0.80117,0.873016,0.091211,0.873016,0.908789,0.165165,0.807229,1.081497,0.017595
55,8,547,137,0.799708,0.873016,0.091362,0.873016,0.908638,0.165414,0.80589,1.083294,0.017606
55,8,546,138,0.798246,0.873016,0.091514,0.873016,0.908486,0.165663,0.804552,1.085096,0.017641
55,8,545,139,0.796784,0.873016,0.091667,0.873016,0.908333,0.165913,0.803213,1.086905,0.017646
55,8,544,140,0.795322,0.873016,0.09182,0.873016,0.90818,0.166163,0.801874,1.088719,0.017704
55,8,543,141,0.79386,0.873016,0.091973,0.873016,0.908027,0.166415,0.800535,1.09054,0.017708
55,8,542,142,0.792398,0.873016,0.092127,0.873016,0.907873,0.166667,0.799197,1.092367,0.017709
55,8,541,143,0.790936,0.873016,0.092282,0.873016,0.907718,0.16692,0.797858,1.094199,0.017823
55,8,540,144,0.789474,0.873016,0.092437,0.873016,0.907563,0.167173,0.796519,1.096038,0.017855
55,8,539,145,0.788012,0.873016,0.092593,0.873016,0.907407,0.167428,0.795181,1.097884,0.017961
55,8,538,146,0.78655,0.873016,0.092749,0.873016,0.907251,0.167683,0.793842,1.099735,0.018028
55,8,537,147,0.785088,0.873016,0.092905,0.873016,0.907095,0.167939,0.792503,1.101593,0.018075
55,8,536,148,0.783626,0.873016,0.093063,0.873016,0.906937,0.168196,0.791165,1.103457,0.01814
55,8,535,149,0.782164,0.873016,0.09322,0.873016,0.90678,0.168453,0.789826,1.105327,0.018146
55,8,534,150,0.780702,0.873016,0.093379,0.873016,0.906621,0.168712,0.788487,1.107203,0.018185
55,8,533,151,0.77924,0.873016,0.093537,0.873016,0.906463,0.168971,0.787149,1.109086,0.018186
55,8,532,152,0.777778,0.873016,0.093697,0.873016,0.906303,0.169231,0.78581,1.110976,0.018498
55,8,531,153,0.776316,0.873016,0.093857,0.873016,0.906143,0.169492,0.784471,1.112872,0.018656
55,8,530,154,0.774854,0.873016,0.094017,0.873016,0.905983,0.169753,0.783133,1.114774,0.01866
55,8,529,155,0.773392,0.873016,0.094178,0.873016,0.905822,0.170015,0.781794,1.116683,0.018816
55,8,528,156,0.77193,0.873016,0.09434,0.873016,0.90566,0.170279,0.780455,1.118598,0.01883
55,8,527,157,0.770468,0.873016,0.094502,0.873016,0.905498,0.170543,0.779116,1.12052,0.018879
55,8,526,158,0.769006,0.873016,0.094664,0.873016,0.905336,0.170807,0.777778,1.122449,0.018901
55,8,525,159,0.767544,0.873016,0.094828,0.873016,0.905172,0.171073,0.776439,1.124384,0.018937
55,8,524,160,0.766082,0.873016,0.094991,0.873016,0.905009,0.17134,0.7751,1.126326,0.018971
55,8,523,161,0.76462,0.873016,0.095156,0.873016,0.904844,0.171607,0.773762,1.128275,0.019213
55,8,522,162,0.763158,0.873016,0.095321,0.873016,0.904679,0.171875,0.772423,1.13023,0.01925
55,8,521,163,0.761696,0.873016,0.095486,0.873016,0.904514,0.172144,0.771084,1.132192,0.019339
55,8,520,164,0.760234,0.873016,0.095652,0.873016,0.904348,0.172414,0.769746,1.134161,0.019389
55,8,519,165,0.758772,0.873016,0.095819,0.873016,0.904181,0.172684,0.768407,1.136137,0.019439
55,8,518,166,0.75731,0.873016,0.095986,0.873016,0.904014,0.172956,0.767068,1.13812,0.019487
55,8,517,167,0.755848,0.873016,0.096154,0.873016,0.903846,0.173228,0.76573,1.14011,0.019569
55,8,516,168,0.754386,0.873016,0.096322,0.873016,0.903678,0.173502,0.764391,1.142107,0.019643
55,8,515,169,0.752924,0.873016,0.096491,0.873016,0.903509,0.173776,0.763052,1.14411,0.019757
55,8,514,170,0.751462,0.873016,0.096661,0.873016,0.903339,0.174051,0.761714,1.146121,0.019877
55,8,513,171,0.75,0.873016,0.096831,0.873016,0.903169,0.174326,0.760375,1.148139,0.019883
55,8,512,172,0.748538,0.873016,0.097002,0.873016,0.902998,0.174603,0.759036,1.150164,0.019918
55,8,511,173,0.747076,0.873016,0.097173,0.873016,0.902827,0.174881,0.757697,1.152196,0.019921
55,8,510,174,0.745614,0.873016,0.097345,0.873016,0.902655,0.175159,0.756359,1.154235,0.020021
55,8,509,175,0.744152,0.873016,0.097518,0.873016,0.902482,0.175439,0.75502,1.156282,0.0201
55,8,508,176,0.74269,0.873016,0.097691,0.873016,0.902309,0.175719,0.753681,1.158335,0.020147
55,8,507,177,0.741228,0.873016,0.097865,0.873016,0.902135,0.176,0.752343,1.160397,0.020268
55,8,506,178,0.739766,0.873016,0.098039,0.873016,0.901961,0.176282,0.751004,1.162465,0.020355
55,8,505,179,0.738304,0.873016,0.098214,0.873016,0.901786,0.176565,0.749665,1.164541,0.020418
54,9,505,179,0.738304,0.857143,0.096601,0.857143,0.903399,0.173633,0.748327,1.145413,0.020547
54,9,504,180,0.736842,0.857143,0.096774,0.857143,0.903226,0.173913,0.746988,1.147465,0.02065
54,9,503,181,0.73538,0.857143,0.096948,0.857143,0.903052,0.174194,0.745649,1.149526,0.02073
54,9,502,182,0.733918,0.857143,0.097122,0.857143,0.902878,0.174475,0.744311,1.151593,0.020783
54,9,501,183,0.732456,0.857143,0.097297,0.857143,0.902703,0.174757,0.742972,1.153668,0.020913
54,9,500,184,0.730994,0.857143,0.097473,0.857143,0.902527,0.175041,0.741633,1.15575,0.020924
54,9,499,185,0.729532,0.857143,0.097649,0.857143,0.902351,0.175325,0.740295,1.15784,0.020926
53,10,499,185,0.729532,0.84127,0.096014,0.84127,0.903986,0.172358,0.738956,1.138458,0.021043
52,11,499,185,0.729532,0.825397,0.094374,0.825397,0.905626,0.169381,0.737617,1.119004,0.021326
52,11,498,186,0.72807,0.825397,0.094545,0.825397,0.905455,0.169657,0.736278,1.121039,0.021336
52,11,497,187,0.726608,0.825397,0.094718,0.825397,0.905282,0.169935,0.73494,1.123081,0.021346
52,11,496,188,0.725146,0.825397,0.094891,0.825397,0.905109,0.170213,0.733601,1.12513,0.021556
52,11,495,189,0.723684,0.825397,0.095064,0.825397,0.904936,0.170492,0.732262,1.127187,0.021629
52,11,494,190,0.722222,0.825397,0.095238,0.825397,0.904762,0.170772,0.730924,1.129252,0.021788
52,11,493,191,0.72076,0.825397,0.095413,0.825397,0.904587,0.171053,0.729585,1.131324,0.021813
51,12,493,191,0.72076,0.809524,0.09375,0.809524,0.90625,0.16804,0.728246,1.111607,0.021862
51,12,492,192,0.719298,0.809524,0.093923,0.809524,0.906077,0.168317,0.726908,1.113654,0.02193
51,12,491,193,0.717836,0.809524,0.094096,0.809524,0.905904,0.168595,0.725569,1.115709,0.021939
51,12,490,194,0.716374,0.809524,0.09427,0.809524,0.90573,0.168874,0.72423,1.117771,0.021945
51,12,489,195,0.714912,0.809524,0.094444,0.809524,0.905556,0.169154,0.722892,1.119841,0.022041
51,12,488,196,0.71345,0.809524,0.09462,0.809524,0.90538,0.169435,0.721553,1.121919,0.022354
51,12,487,197,0.711988,0.809524,0.094796,0.809524,0.905204,0.169717,0.720214,1.124004,0.022381
51,12,486,198,0.710526,0.809524,0.094972,0.809524,0.905028,0.17,0.718876,1.126097,0.022387
51,12,485,199,0.709064,0.809524,0.095149,0.809524,0.904851,0.170284,0.717537,1.128198,0.022424
51,12,484,200,0.707602,0.809524,0.095327,0.809524,0.904673,0.170569,0.716198,1.130307,0.02245
51,12,483,201,0.70614,0.809524,0.095506,0.809524,0.904494,0.170854,0.714859,1.132424,0.022474
51,12,482,202,0.704678,0.809524,0.095685,0.809524,0.904315,0.171141,0.713521,1.134548,0.022515
51,12,481,203,0.703216,0.809524,0.095865,0.809524,0.904135,0.171429,0.712182,1.136681,0.022554
51,12,480,204,0.701754,0.809524,0.096045,0.809524,0.903955,0.171717,0.710843,1.138822,0.0226
51,12,479,205,0.700292,0.809524,0.096226,0.809524,0.903774,0.172007,0.709505,1.14097,0.022709
51,12,478,206,0.69883,0.809524,0.096408,0.809524,0.903592,0.172297,0.708166,1.143127,0.022716
50,13,478,206,0.69883,0.793651,0.094697,0.793651,0.905303,0.169205,0.706827,1.122835,0.02274
50,13,477,207,0.697368,0.793651,0.094877,0.793651,0.905123,0.169492,0.705489,1.124966,0.022894
50,13,476,208,0.695906,0.793651,0.095057,0.793651,0.904943,0.169779,0.70415,1.127105,0.023011
50,13,475,209,0.694444,0.793651,0.095238,0.793651,0.904762,0.170068,0.702811,1.129252,0.023096
50,13,474,210,0.692982,0.793651,0.09542,0.793651,0.90458,0.170358,0.701473,1.131407,0.023121
50,13,473,211,0.69152,0.793651,0.095602,0.793651,0.904398,0.170648,0.700134,1.13357,0.023186
50,13,472,212,0.690058,0.793651,0.095785,0.793651,0.904215,0.17094,0.698795,1.135742,0.023192
50,13,471,213,0.688596,0.793651,0.095969,0.793651,0.904031,0.171233,0.697456,1.137922,0.023238
50,13,470,214,0.687135,0.793651,0.096154,0.793651,0.903846,0.171527,0.696118,1.14011,0.023238
50,13,469,215,0.685673,0.793651,0.096339,0.793651,0.903661,0.171821,0.694779,1.142307,0.023304
50,13,468,216,0.684211,0.793651,0.096525,0.793651,0.903475,0.172117,0.69344,1.144512,0.023327
50,13,467,217,0.682749,0.793651,0.096712,0.793651,0.903288,0.172414,0.692102,1.146726,0.023635
50,13,466,218,0.681287,0.793651,0.096899,0.793651,0.903101,0.172712,0.690763,1.148948,0.023742
50,13,465,219,0.679825,0.793651,0.097087,0.793651,0.902913,0.17301,0.689424,1.151179,0.023803
50,13,464,220,0.678363,0.793651,0.097276,0.793651,0.902724,0.17331,0.688086,1.153419,0.02384
50,13,463,221,0.676901,0.793651,0.097466,0.793651,0.902534,0.173611,0.686747,1.155667,0.023865
50,13,462,222,0.675439,0.793651,0.097656,0.793651,0.902344,0.173913,0.685408,1.157924,0.024062
50,13,461,223,0.673977,0.793651,0.097847,0.793651,0.902153,0.174216,0.68407,1.16019,0.024177
50,13,460,224,0.672515,0.793651,0.098039,0.793651,0.901961,0.17452,0.682731,1.162465,0.024207
50,13,459,225,0.671053,0.793651,0.098232,0.793651,0.901768,0.174825,0.681392,1.164749,0.024458
50,13,458,226,0.669591,0.793651,0.098425,0.793651,0.901575,0.175131,0.680054,1.167042,0.024545
50,13,457,227,0.668129,0.793651,0.098619,0.793651,0.901381,0.175439,0.678715,1.169343,0.024749
50,13,456,228,0.666667,0.793651,0.098814,0.793651,0.901186,0.175747,0.677376,1.171654,0.024798
50,13,455,229,0.665205,0.793651,0.09901,0.793651,0.90099,0.176056,0.676037,1.173975,0.024892
50,13,454,230,0.663743,0.793651,0.099206,0.793651,0.900794,0.176367,0.674699,1.176304,0.024924
50,13,453,231,0.662281,0.793651,0.099404,0.793651,0.900596,0.176678,0.67336,1.178642,0.024972
50,13,452,232,0.660819,0.793651,0.099602,0.793651,0.900398,0.176991,0.672021,1.18099,0.025102
50,13,451,233,0.659357,0.793651,0.0998,0.793651,0.9002,0.177305,0.670683,1.183348,0.025148
49,14,451,233,0.659357,0.777778,0.098,0.777778,0.902,0.174067,0.669344,1.162,0.025166
49,14,450,234,0.657895,0.777778,0.098196,0.777778,0.901804,0.174377,0.668005,1.164329,0.025285
49,14,449,235,0.656433,0.777778,0.098394,0.777778,0.901606,0.174688,0.666667,1.166667,0.025423
48,15,449,235,0.656433,0.761905,0.096579,0.761905,0.903421,0.171429,0.665328,1.145157,0.025602
48,15,448,236,0.654971,0.761905,0.096774,0.761905,0.903226,0.171735,0.663989,1.147465,0.025681
48,15,447,237,0.653509,0.761905,0.09697,0.761905,0.90303,0.172043,0.662651,1.149784,0.025809
48,15,446,238,0.652047,0.761905,0.097166,0.761905,0.902834,0.172352,0.661312,1.152111,0.025822
48,15,445,239,0.650585,0.761905,0.097363,0.761905,0.902637,0.172662,0.659973,1.154448,0.025838
48,15,444,240,0.649123,0.761905,0.097561,0.761905,0.902439,0.172973,0.658635,1.156794,0.025875
48,15,443,241,0.647661,0.761905,0.09776,0.761905,0.90224,0.173285,0.657296,1.15915,0.025911
48,15,442,242,0.646199,0.761905,0.097959,0.761905,0.902041,0.173599,0.655957,1.161516,0.025939
48,15,441,243,0.644737,0.761905,0.09816,0.761905,0.90184,0.173913,0.654618,1.163891,0.025995
48,15,440,244,0.643275,0.761905,0.098361,0.761905,0.901639,0.174229,0.65328,1.166276,0.026014
47,16,440,244,0.643275,0.746032,0.096509,0.746032,0.903491,0.170909,0.651941,1.144324,0.026041
47,16,439,245,0.641813,0.746032,0.096708,0.746032,0.903292,0.17122,0.650602,1.146678,0.026106
