

=== Predictions on test data ===

inst#,actual,predicted,error,prediction
177,1:No,1:No,,0.976
178,1:No,1:No,,0.936
179,1:No,1:No,,0.905
180,1:No,1:No,,0.902
181,1:No,1:No,,0.994
182,1:No,1:No,,0.934
183,1:No,1:No,,0.901
184,1:No,1:No,,0.985
185,1:No,1:No,,0.982
186,1:No,1:No,,0.984
187,1:No,1:No,,0.848
188,1:No,1:No,,0.988
189,1:No,1:No,,0.976
190,1:No,1:No,,0.929
191,1:No,1:No,,0.859
192,1:No,1:No,,0.927
193,1:No,1:No,,0.948
194,1:No,1:No,,0.93
195,1:No,1:No,,0.901
196,1:No,1:No,,0.984
197,1:No,1:No,,0.992
198,1:No,1:No,,0.971
199,1:No,1:No,,0.808
200,1:No,1:No,,0.891
201,1:No,1:No,,0.99
202,1:No,1:No,,0.825
203,1:No,1:No,,0.993
204,1:No,1:No,,0.996
205,1:No,1:No,,0.995
206,1:No,1:No,,0.938
207,1:No,1:No,,0.915
208,1:No,1:No,,0.979
209,1:No,1:No,,0.964
210,1:No,1:No,,0.949
211,1:No,1:No,,0.847
212,1:No,1:No,,0.868
213,1:No,1:No,,0.95
214,1:No,1:No,,0.97
215,1:No,1:No,,0.972
216,1:No,1:No,,0.987
217,1:No,1:No,,0.975
218,1:No,1:No,,0.973
219,1:No,1:No,,0.943
220,1:No,1:No,,0.99
221,1:No,1:No,,0.988
222,1:No,1:No,,0.854
223,1:No,1:No,,0.963
224,1:No,1:No,,0.944
225,1:No,1:No,,0.981
226,1:No,1:No,,0.963
227,1:No,1:No,,0.973
228,1:No,1:No,,0.97
229,1:No,1:No,,0.935
230,1:No,1:No,,0.861
231,1:No,1:No,,0.972
232,1:No,1:No,,0.835
233,1:No,1:No,,0.998
234,1:No,1:No,,0.886
235,1:No,1:No,,0.849
236,1:No,1:No,,0.966
237,1:No,1:No,,0.991
238,1:No,1:No,,0.922
239,1:No,1:No,,0.978
240,1:No,1:No,,0.984
241,1:No,1:No,,0.975
242,1:No,1:No,,0.977
243,1:No,1:No,,0.98
244,1:No,1:No,,0.971
245,1:No,1:No,,0.902
246,1:No,1:No,,0.993
247,1:No,1:No,,0.923
248,1:No,1:No,,0.992
249,1:No,1:No,,0.948
250,1:No,1:No,,0.83
251,1:No,1:No,,0.763
252,1:No,1:No,,0.989
253,1:No,1:No,,0.909
254,1:No,1:No,,0.964
255,1:No,1:No,,0.93
256,1:No,1:No,,0.96
257,1:No,1:No,,0.973
258,1:No,1:No,,0.978
259,1:No,1:No,,0.879
260,1:No,1:No,,0.778
261,1:No,1:No,,0.91
262,1:No,1:No,,0.976
263,1:No,1:No,,0.984
264,1:No,1:No,,0.981
265,1:No,1:No,,0.929
266,1:No,1:No,,0.954
267,1:No,1:No,,0.986
268,1:No,1:No,,0.979
269,1:No,1:No,,0.872
270,1:No,1:No,,0.844
271,1:No,1:No,,0.961
272,1:No,1:No,,0.985
273,1:No,1:No,,0.989
274,1:No,1:No,,0.986
275,1:No,1:No,,0.976
276,1:No,1:No,,0.851
277,1:No,1:No,,0.977
278,1:No,1:No,,0.993
279,1:No,1:No,,0.973
280,1:No,1:No,,0.99
281,1:No,1:No,,0.984
282,1:No,1:No,,0.974
283,1:No,1:No,,0.822
284,1:No,1:No,,0.983
285,1:No,1:No,,0.986
286,1:No,1:No,,0.965
287,1:No,1:No,,0.946
288,1:No,1:No,,0.974
289,1:No,1:No,,0.978
290,1:No,1:No,,0.89
291,1:No,1:No,,0.989
292,1:No,1:No,,0.981
293,1:No,1:No,,0.969
294,1:No,1:No,,0.89
295,1:No,1:No,,0.991
296,1:No,1:No,,0.959
297,1:No,1:No,,0.857
298,1:No,1:No,,0.987
299,1:No,1:No,,0.953
300,1:No,1:No,,0.982
301,1:No,1:No,,0.871
302,1:No,1:No,,0.826
303,1:No,1:No,,0.937
304,1:No,1:No,,0.982
305,1:No,1:No,,0.908
306,1:No,1:No,,0.972
307,1:No,1:No,,0.823
308,1:No,1:No,,0.914
309,1:No,1:No,,0.812
310,1:No,1:No,,0.993
311,1:No,1:No,,0.964
312,1:No,1:No,,0.958
313,1:No,1:No,,0.819
314,1:No,1:No,,0.976
315,1:No,1:No,,0.96
316,1:No,1:No,,0.984
317,1:No,1:No,,0.98
318,1:No,1:No,,0.742
319,1:No,1:No,,0.987
320,1:No,1:No,,0.816
321,1:No,1:No,,0.833
322,1:No,1:No,,0.946
323,1:No,1:No,,0.934
324,1:No,1:No,,0.984
325,1:No,1:No,,0.97
326,1:No,1:No,,0.922
327,1:No,1:No,,0.991
328,1:No,1:No,,0.933
329,1:No,1:No,,0.979
330,1:No,1:No,,0.977
331,1:No,1:No,,0.812
332,1:No,1:No,,0.949
333,1:No,1:No,,0.994
334,1:No,1:No,,0.913
335,1:No,1:No,,0.928
336,1:No,1:No,,0.988
337,1:No,1:No,,0.977
338,1:No,1:No,,0.967
339,1:No,1:No,,0.831
340,1:No,1:No,,0.879
341,1:No,1:No,,0.843
342,1:No,1:No,,0.856
343,1:No,1:No,,0.89
344,1:No,1:No,,0.969
345,1:No,1:No,,0.95
346,1:No,1:No,,0.983
347,1:No,1:No,,0.985
348,1:No,1:No,,0.983
349,1:No,1:No,,0.951
350,1:No,1:No,,0.862
351,1:No,1:No,,0.959
352,1:No,1:No,,0.831
353,1:No,1:No,,0.885
354,1:No,1:No,,0.946
355,1:No,1:No,,0.84
356,1:No,1:No,,0.975
357,1:No,1:No,,0.932
358,1:No,1:No,,0.935
359,1:No,1:No,,0.99
360,1:No,1:No,,0.986
361,1:No,1:No,,0.899
362,1:No,1:No,,0.971
363,1:No,1:No,,0.756
364,1:No,1:No,,0.973
365,1:No,1:No,,0.981
366,1:No,1:No,,0.951
367,1:No,1:No,,0.985
368,1:No,1:No,,0.827
369,1:No,1:No,,0.99
370,1:No,1:No,,0.879
371,1:No,1:No,,0.871
372,1:No,1:No,,0.986
373,1:No,1:No,,0.987
374,1:No,1:No,,0.929
375,1:No,1:No,,0.774
376,1:No,1:No,,0.944
377,1:No,1:No,,0.93
378,1:No,1:No,,0.963
379,1:No,1:No,,0.824
380,1:No,1:No,,0.955
381,1:No,1:No,,0.837
382,1:No,1:No,,0.897
383,1:No,1:No,,0.953
384,1:No,1:No,,0.994
385,1:No,1:No,,0.978
386,1:No,1:No,,0.941
387,1:No,1:No,,0.973
388,1:No,1:No,,0.889
389,1:No,1:No,,0.981
390,1:No,1:No,,0.979
391,1:No,1:No,,0.924
392,1:No,1:No,,0.765
393,1:No,1:No,,0.941
394,1:No,1:No,,0.971
395,1:No,1:No,,0.894
396,1:No,1:No,,0.938
397,1:No,1:No,,0.841
398,1:No,1:No,,0.911
399,1:No,1:No,,0.99
400,1:No,1:No,,0.953
401,1:No,1:No,,0.991
402,1:No,1:No,,0.983
403,1:No,1:No,,0.974
404,1:No,1:No,,0.905
405,1:No,1:No,,0.976
406,1:No,1:No,,0.961
407,1:No,1:No,,0.969
408,1:No,1:No,,0.968
409,1:No,1:No,,0.98
410,1:No,1:No,,0.977
411,1:No,1:No,,0.977
412,1:No,1:No,,0.949
413,1:No,1:No,,0.925
414,1:No,1:No,,0.958
415,1:No,1:No,,0.979
416,1:No,1:No,,0.954
417,1:No,1:No,,0.967
418,1:No,1:No,,0.944
419,1:No,1:No,,0.944
420,1:No,1:No,,0.985
421,1:No,1:No,,0.985
422,1:No,1:No,,0.955
423,1:No,1:No,,0.981
424,1:No,1:No,,0.932
425,1:No,1:No,,0.967
426,1:No,1:No,,0.99
427,1:No,1:No,,0.964
428,1:No,1:No,,0.906
429,1:No,1:No,,0.965
430,1:No,1:No,,0.975
431,1:No,1:No,,0.931
432,1:No,1:No,,0.967
433,1:No,1:No,,0.991
434,1:No,1:No,,0.942
435,1:No,1:No,,0.975
436,1:No,1:No,,0.978
437,1:No,1:No,,0.99
438,1:No,1:No,,0.984
439,1:No,1:No,,0.977
440,1:No,1:No,,0.93
441,1:No,1:No,,0.91
442,1:No,1:No,,0.786
443,1:No,1:No,,0.992
444,1:No,1:No,,0.987
445,1:No,1:No,,0.988
446,1:No,1:No,,0.969
447,1:No,1:No,,0.99
448,1:No,1:No,,0.892
449,1:No,1:No,,0.944
450,1:No,1:No,,0.993
451,1:No,1:No,,0.98
452,1:No,1:No,,0.991
453,1:No,1:No,,0.97
454,1:No,1:No,,0.914
455,1:No,1:No,,0.926
456,1:No,1:No,,0.921
457,1:No,1:No,,0.984
458,1:No,1:No,,0.841
459,1:No,1:No,,0.802
460,1:No,1:No,,0.863
461,1:No,1:No,,0.97
462,1:No,1:No,,0.99
463,1:No,1:No,,0.982
464,1:No,1:No,,0.966
465,1:No,1:No,,0.995
466,1:No,1:No,,0.991
467,1:No,1:No,,0.988
468,1:No,1:No,,0.942
469,1:No,1:No,,0.946
470,1:No,1:No,,0.897
471,1:No,1:No,,0.95
472,1:No,1:No,,0.91
473,1:No,1:No,,0.98
474,1:No,1:No,,0.956
475,1:No,1:No,,0.988
476,1:No,1:No,,0.986
477,1:No,1:No,,0.952
478,1:No,1:No,,0.946
479,1:No,1:No,,0.982
480,1:No,1:No,,0.985
481,1:No,1:No,,0.976
482,1:No,1:No,,0.966
483,1:No,1:No,,0.963
484,1:No,1:No,,0.881
485,1:No,1:No,,0.952
486,1:No,1:No,,0.813
487,1:No,1:No,,0.964
488,1:No,1:No,,0.989
489,1:No,1:No,,0.957
490,1:No,1:No,,0.996
491,1:No,1:No,,0.968
492,1:No,1:No,,0.954
493,1:No,1:No,,0.966
494,1:No,1:No,,0.979
495,1:No,1:No,,0.977
496,1:No,1:No,,0.988
497,1:No,1:No,,0.89
498,1:No,1:No,,0.994
499,1:No,1:No,,0.986
500,1:No,1:No,,0.952
501,1:No,1:No,,0.981
502,1:No,1:No,,0.905
503,1:No,1:No,,0.988
504,1:No,1:No,,0.916
505,1:No,1:No,,0.982
506,1:No,1:No,,0.872
507,1:No,1:No,,0.985
508,1:No,1:No,,0.971
509,1:No,1:No,,0.951
510,1:No,1:No,,0.811
511,1:No,1:No,,0.964
512,1:No,1:No,,0.99
513,1:No,1:No,,0.919
514,1:No,1:No,,0.874
515,1:No,1:No,,0.914
516,1:No,1:No,,0.997
517,1:No,1:No,,0.9
518,1:No,1:No,,0.923
519,1:No,1:No,,0.987
520,1:No,1:No,,0.967
521,1:No,1:No,,0.927
522,1:No,1:No,,0.8
523,1:No,1:No,,0.978
524,1:No,1:No,,0.901
525,1:No,1:No,,0.953
526,1:No,1:No,,0.965
527,1:No,1:No,,0.873
528,1:No,1:No,,0.964
529,1:No,1:No,,0.963
530,1:No,1:No,,0.977
531,1:No,1:No,,0.946
532,1:No,1:No,,0.963
533,1:No,1:No,,0.985
534,1:No,1:No,,0.984
535,1:No,1:No,,0.78
536,1:No,1:No,,0.996
537,1:No,1:No,,0.99
538,1:No,1:No,,0.994
539,1:No,1:No,,0.937
540,1:No,1:No,,0.989
541,1:No,1:No,,0.965
542,1:No,1:No,,0.909
543,1:No,1:No,,0.97
544,1:No,1:No,,0.986
545,1:No,1:No,,0.947
546,1:No,1:No,,0.989
547,1:No,1:No,,0.98
548,1:No,1:No,,0.942
549,1:No,1:No,,0.991
550,1:No,1:No,,0.804
551,1:No,1:No,,0.983
552,1:No,1:No,,0.91
553,1:No,1:No,,0.944
554,1:No,1:No,,0.801
555,1:No,1:No,,0.985
556,1:No,1:No,,0.852
557,1:No,1:No,,0.994
558,1:No,1:No,,0.976
559,1:No,1:No,,0.943
560,1:No,1:No,,0.98
561,1:No,1:No,,0.97
562,1:No,1:No,,0.992
563,1:No,1:No,,0.92
564,1:No,1:No,,0.897
565,1:No,1:No,,0.961
566,1:No,1:No,,0.994
567,1:No,1:No,,0.984
568,1:No,1:No,,0.98
569,1:No,1:No,,0.951
570,1:No,1:No,,0.97
571,1:No,1:No,,0.957
572,1:No,1:No,,0.98
573,1:No,1:No,,0.9
574,1:No,1:No,,0.988
575,1:No,1:No,,0.895
576,1:No,1:No,,0.932
577,1:No,1:No,,0.789
578,1:No,1:No,,0.821
579,1:No,1:No,,0.97
580,1:No,1:No,,0.956
581,1:No,1:No,,0.904
582,1:No,1:No,,0.994
583,1:No,1:No,,0.966
584,1:No,1:No,,0.984
585,1:No,1:No,,0.993
586,1:No,1:No,,0.929
587,1:No,1:No,,0.952
588,1:No,1:No,,0.944
589,1:No,1:No,,0.943
590,1:No,1:No,,0.916
591,1:No,1:No,,0.939
592,1:No,1:No,,0.985
593,1:No,1:No,,0.994
594,1:No,1:No,,0.93
595,1:No,1:No,,0.989
596,1:No,1:No,,0.967
597,1:No,1:No,,0.957
598,1:No,1:No,,0.914
599,1:No,1:No,,0.988
600,1:No,1:No,,0.899
601,1:No,1:No,,0.989
602,1:No,1:No,,0.989
603,1:No,1:No,,0.848
604,1:No,1:No,,0.987
605,1:No,1:No,,0.928
606,1:No,1:No,,0.97
607,1:No,1:No,,0.954
608,1:No,1:No,,0.988
609,1:No,1:No,,0.952
610,1:No,1:No,,0.972
611,1:No,1:No,,0.971
612,1:No,1:No,,0.943
613,1:No,1:No,,0.946
614,1:No,1:No,,0.875
615,1:No,1:No,,0.927
616,1:No,1:No,,0.981
617,1:No,1:No,,0.988
618,1:No,1:No,,0.962
619,1:No,1:No,,0.971
620,1:No,1:No,,0.904
621,1:No,1:No,,0.963
622,1:No,1:No,,0.995
623,1:No,1:No,,0.968
624,1:No,1:No,,0.992
625,1:No,1:No,,0.975
626,1:No,1:No,,0.983
627,1:No,1:No,,0.967
628,1:No,1:No,,0.973
629,1:No,1:No,,0.953
630,1:No,1:No,,0.808
631,1:No,1:No,,0.98
632,1:No,1:No,,0.973
633,1:No,1:No,,0.964
634,1:No,1:No,,0.989
635,1:No,1:No,,0.99
636,1:No,1:No,,0.969
637,1:No,1:No,,0.991
638,1:No,1:No,,0.949
639,1:No,1:No,,0.898
640,1:No,1:No,,0.987
641,1:No,1:No,,0.993
642,1:No,1:No,,0.989
643,1:No,1:No,,0.968
644,1:No,1:No,,0.913
645,1:No,1:No,,0.985
646,1:No,1:No,,0.986
647,1:No,1:No,,0.992
648,1:No,1:No,,0.958
649,1:No,1:No,,0.984
650,1:No,1:No,,0.746
651,1:No,1:No,,0.938
652,1:No,1:No,,0.994
653,1:No,1:No,,0.967
654,1:No,1:No,,0.988
655,1:No,1:No,,0.915
656,1:No,1:No,,0.966
657,1:No,1:No,,0.885
658,1:No,1:No,,0.99
659,1:No,1:No,,0.964
660,1:No,1:No,,0.878
661,1:No,1:No,,0.963
662,1:No,1:No,,0.96
663,1:No,1:No,,0.985
664,1:No,1:No,,0.976
665,1:No,1:No,,0.888
666,1:No,1:No,,0.981
667,1:No,1:No,,0.967
668,1:No,1:No,,0.993
669,1:No,1:No,,0.982
670,1:No,1:No,,0.788
671,1:No,1:No,,0.8
672,1:No,1:No,,0.958
673,1:No,1:No,,0.978
674,1:No,1:No,,0.996
675,1:No,1:No,,0.935
676,1:No,1:No,,0.962
677,1:No,1:No,,0.991
678,1:No,1:No,,0.973
679,1:No,1:No,,0.856
680,1:No,1:No,,0.956
681,1:No,1:No,,0.929
682,1:No,1:No,,0.997
683,1:No,1:No,,0.96
684,1:No,1:No,,0.974
685,2:Yes,1:No,+,0.988
686,2:Yes,1:No,+,0.956
687,2:Yes,1:No,+,0.956
688,2:Yes,1:No,+,0.92
689,2:Yes,1:No,+,0.736
690,2:Yes,1:No,+,0.835
691,2:Yes,1:No,+,0.907
692,2:Yes,1:No,+,0.938
693,2:Yes,1:No,+,0.971
694,2:Yes,1:No,+,0.99
695,2:Yes,1:No,+,0.985
696,2:Yes,1:No,+,0.906
697,2:Yes,1:No,+,0.808
698,2:Yes,1:No,+,0.942
699,2:Yes,1:No,+,0.856
700,2:Yes,1:No,+,0.979
701,2:Yes,1:No,+,0.976
702,2:Yes,1:No,+,0.976
703,2:Yes,1:No,+,0.907
704,2:Yes,1:No,+,0.956
705,2:Yes,1:No,+,0.922
706,2:Yes,1:No,+,0.931
707,2:Yes,1:No,+,0.988
708,2:Yes,1:No,+,0.99
709,2:Yes,1:No,+,0.97
710,2:Yes,1:No,+,0.99
711,2:Yes,1:No,+,0.979
712,2:Yes,1:No,+,0.935
713,2:Yes,1:No,+,0.958
714,2:Yes,1:No,+,0.993
715,2:Yes,1:No,+,0.855
716,2:Yes,1:No,+,0.919
717,2:Yes,1:No,+,0.856
718,2:Yes,1:No,+,0.984
719,2:Yes,1:No,+,0.953
720,2:Yes,1:No,+,0.971
721,2:Yes,1:No,+,0.833
722,2:Yes,1:No,+,0.864
723,2:Yes,1:No,+,0.929
724,2:Yes,1:No,+,0.97
725,2:Yes,1:No,+,0.918
726,2:Yes,1:No,+,0.897
727,2:Yes,1:No,+,0.899
728,2:Yes,1:No,+,0.888
729,2:Yes,1:No,+,0.889
730,2:Yes,1:No,+,0.968
731,2:Yes,1:No,+,0.929
732,2:Yes,1:No,+,0.95
733,2:Yes,1:No,+,0.887
734,2:Yes,1:No,+,0.894
735,2:Yes,1:No,+,0.951
736,2:Yes,1:No,+,0.745
737,2:Yes,1:No,+,0.961
738,2:Yes,1:No,+,0.917
739,2:Yes,1:No,+,0.99
740,2:Yes,1:No,+,0.969
741,2:Yes,1:No,+,0.977
742,2:Yes,1:No,+,0.976
743,2:Yes,1:No,+,0.972
744,2:Yes,1:No,+,0.98
745,2:Yes,1:No,+,0.996
746,2:Yes,1:No,+,0.938
747,2:Yes,1:No,+,0.984

