@relation KTFGHU14_timestamp-weka.filters.supervised.attribute.NominalToBinary-weka.filters.supervised.instance.Resample-B0.0-S1-Z60.0-no-replacement

@attribute LocalId numeric
@attribute GlobalId numeric
@attribute Age numeric
@attribute Gender numeric
@attribute Region=SW numeric
@attribute Region=NE numeric
@attribute Region=SE numeric
@attribute Region=NW numeric
@attribute CityCode=M numeric
@attribute CityCode=S numeric
@attribute CityCode=D numeric
@attribute CityCode=G numeric
@attribute CityCode=B numeric
@attribute CityCode=K numeric
@attribute CityCode=P numeric
@attribute CityCode=R numeric
@attribute CityCode=F numeric
@attribute CityCode=Q numeric
@attribute CityCode=J numeric
@attribute CityCode=L numeric
@attribute CityCode=C numeric
@attribute CityCode=N numeric
@attribute CityCode=E numeric
@attribute CityCode=O numeric
@attribute CityCode=A numeric
@attribute CityCode=I numeric
@attribute CityCode=H numeric
@attribute TotalSpent numeric
@attribute TotalPur numeric
@attribute FirstPur numeric
@attribute LastPur numeric
@attribute NovelPur numeric
@attribute ChildPur numeric
@attribute YouthPur numeric
@attribute CookPur numeric
@attribute DiyPur numeric
@attribute RefPur numeric
@attribute ArtPur numeric
@attribute GeogPur numeric
@attribute ProvCook numeric
@attribute ProvAtlas numeric
@attribute ProvArt numeric
@attribute RelPur numeric
@attribute ProvPur {No,Yes}

@data
932,7733,58,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,158,2,1379887200,2,0,0,0,0,0,0,0,0,0,0,0,0,No
3484,28932,25,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,4,1364166000,14,3,1,0,0,0,0,0,0,0,0,0,0,No
1708,14094,54,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,168,17,1273960800,8,7,2,4,2,0,0,0,0,0,0,0,0,No
148,1227,32,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,4,1357599600,16,3,0,0,0,0,0,1,0,0,0,0,1,No
2963,24512,22,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,285,1,1372802400,10,0,0,0,0,0,0,0,0,0,0,0,0,No
3383,27967,54,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,309,4,1380319200,8,3,0,0,0,0,0,2,0,0,0,0,2,No
2191,18087,31,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,251,2,1363042800,14,1,0,0,0,0,0,0,0,0,0,0,0,No
2370,19431,53,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,74,2,1363388400,14,1,0,0,1,0,0,1,0,2,0,0,3,No
3921,32303,64,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,207,7,1289602800,30,4,0,0,1,1,0,0,0,0,0,0,0,No
3405,28172,52,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,256,17,1157148000,34,6,1,2,5,1,0,0,0,0,0,0,0,No
3958,32633,57,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,3,1332885600,18,1,0,1,1,0,0,0,0,0,0,0,0,No
1414,11753,64,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,152,11,1305324000,14,5,2,0,0,2,0,0,2,0,0,0,2,No
2248,18508,50,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,347,10,1294700400,4,3,1,1,2,1,0,0,0,0,1,0,1,No
2239,18437,47,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,325,2,1347919200,14,0,0,0,1,0,0,0,0,0,0,0,0,No
3873,31940,56,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,68,2,1363647600,14,1,0,0,0,0,0,0,0,0,0,0,0,No
1728,14258,23,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,63,4,1348264800,14,2,0,0,2,0,0,0,0,0,0,0,0,No
22,169,62,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,243,1,1373839200,10,0,0,0,0,0,0,0,0,0,0,0,0,No
1493,12400,58,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,387,16,1190066400,30,4,2,1,3,2,1,1,2,0,0,0,3,No
2684,22257,65,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,49,2,1374184800,10,1,0,0,0,0,0,0,0,0,0,0,0,No
3701,30783,42,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,103,4,1353106800,18,3,0,0,0,1,0,0,0,0,0,0,0,No
3278,27018,41,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,277,3,1369432800,12,2,0,0,0,0,0,0,0,0,0,0,0,No
3194,26274,20,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,12,1258844400,10,4,2,1,1,0,2,0,0,0,0,0,0,No
2494,20566,59,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234,1,1357426800,16,0,0,0,0,0,0,1,0,0,0,0,1,No
3852,31789,52,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246,8,1274911200,26,4,0,0,2,0,0,0,0,0,0,0,0,No
3432,28404,46,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,173,2,1353020400,18,1,0,0,0,0,1,0,0,1,0,0,1,No
2638,21902,20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,190,5,1295391600,24,2,0,0,2,0,1,0,1,0,0,0,1,No
990,8152,46,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,107,3,1322002800,30,2,0,0,1,0,0,0,0,0,0,0,0,No
985,8097,62,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,251,16,1183240800,16,4,3,0,3,3,1,0,2,0,0,0,2,No
3135,25898,49,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,30,3,1390604400,4,2,0,0,0,0,0,0,0,0,0,0,0,No
499,4549,33,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,7,1331074800,12,3,0,1,0,2,0,0,0,0,0,0,0,No
3043,25237,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,313,2,1389567600,4,1,0,0,0,0,0,1,0,0,0,0,1,No
3702,30785,33,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,287,15,1283896800,12,5,1,1,3,1,0,0,0,1,0,1,2,No
3749,31143,56,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,11,1300143600,6,3,1,2,0,0,0,0,0,0,1,1,2,No
1408,11727,29,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,100,4,1347487200,16,2,1,0,0,1,0,0,0,0,0,0,0,No
2935,24247,16,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,334,16,1321484400,4,4,1,1,3,0,0,0,0,0,0,0,0,No
3877,31980,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,269,3,1368568800,12,2,0,0,0,0,0,0,0,0,0,0,0,No
1514,12573,22,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,376,11,1294009200,10,4,0,1,1,2,0,0,2,0,0,1,3,No
3048,25272,46,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173,10,1253656800,24,2,2,0,2,3,1,1,0,1,0,0,2,No
569,5167,46,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,37,5,1347228000,14,3,0,0,1,1,0,0,0,0,0,0,0,No
551,5030,49,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211,6,1353452400,4,0,0,0,1,0,0,0,0,0,0,0,0,No
2005,16623,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,23,2,1352070000,18,1,0,0,0,0,0,0,0,0,0,0,0,No
2822,23358,52,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,153,7,1321398000,10,1,1,1,1,0,1,0,0,0,0,0,0,No
1634,13567,46,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,400,16,1241647200,36,5,5,0,3,0,2,0,0,0,0,0,0,No
2532,20886,47,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,160,12,1299452400,10,3,2,0,0,0,1,0,1,0,0,0,1,No
181,1518,55,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,327,3,1337983200,16,1,0,0,0,1,0,0,1,0,0,0,1,No
530,4801,32,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17,3,1362783600,14,2,0,0,0,1,0,0,0,0,0,0,0,No
3998,32955,57,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,3,1367791200,12,2,0,0,0,0,0,0,0,0,0,0,0,No
2773,22962,25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,28,2,1390172400,4,1,0,0,0,0,0,0,0,0,0,0,0,No
2136,17660,39,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,325,16,1205362800,14,5,5,0,2,2,0,0,0,0,0,0,0,No
2105,17387,56,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,219,16,1236294000,10,4,1,1,3,2,0,0,1,0,0,0,1,No
1246,10414,54,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,268,4,1357340400,12,2,1,0,0,0,0,0,0,0,0,0,0,No
883,7375,34,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,330,11,1201215600,34,3,2,1,2,0,0,2,1,0,0,0,3,No
2563,21155,62,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,210,2,1378504800,2,0,0,0,0,0,0,0,1,0,0,0,1,No
1187,9934,69,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,2,1372975200,10,1,0,0,0,0,0,0,0,0,0,0,0,No
1371,11461,28,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,3,1373666400,2,1,0,0,0,0,0,0,0,0,0,0,0,No
2066,17108,53,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,3,1364338800,14,2,0,0,0,0,0,0,1,0,0,0,1,No
1618,13397,48,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,3,1358031600,16,2,1,0,0,0,0,0,0,0,0,0,0,No
1926,15964,20,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,2,1395529200,2,1,0,0,0,0,0,0,0,0,0,0,0,No
1694,13991,15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,317,5,1358118000,10,3,1,0,0,0,0,0,0,0,0,0,0,No
954,7874,54,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,3,1341698400,22,2,1,0,0,0,0,0,0,0,0,0,0,No
1464,12161,30,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,124,3,1393887600,2,2,0,0,0,0,0,0,0,0,0,0,0,No
246,2172,63,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,34,4,1359241200,10,2,1,0,0,0,0,0,0,0,0,0,0,No
3207,26430,64,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,219,4,1309471200,28,2,0,0,0,2,0,1,0,0,0,0,1,No
1329,11055,56,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,329,6,1384124400,2,4,0,0,0,0,0,0,0,0,0,0,0,No
1132,9551,23,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,228,12,1278626400,16,3,3,2,3,0,0,1,0,1,0,0,2,No
2405,19702,67,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,260,7,1373407200,10,6,0,0,0,0,0,0,2,0,0,0,2,No
1812,14945,62,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,150,8,1311372000,22,3,2,0,3,0,0,0,1,0,0,0,1,No
3456,28672,58,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,5,1322089200,30,4,0,0,0,1,0,3,0,0,0,0,3,No
2144,17729,73,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,331,5,1341698400,8,2,0,0,0,0,1,0,0,0,0,0,0,No
3399,28118,69,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,273,5,1358031600,14,3,2,0,0,0,0,0,0,0,0,0,0,No
989,8142,53,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,158,9,1299193200,14,4,1,0,1,1,0,2,0,1,0,1,4,No
915,7615,30,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,302,16,1209852000,12,5,1,1,2,3,1,1,1,1,0,0,3,No
332,2927,25,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,330,10,1311285600,14,4,3,0,0,0,3,0,0,0,1,0,1,No
2242,18456,70,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,279,5,1363302000,8,3,1,0,0,0,0,2,0,0,0,0,2,No
1139,9611,31,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,454,14,1232751600,30,3,3,1,2,0,0,2,3,1,0,1,7,No
1158,9727,57,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,421,16,1267657200,14,4,1,1,1,1,3,2,2,0,0,0,4,No
1716,14185,27,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,96,7,1337724000,10,3,1,0,1,0,1,1,0,0,0,0,1,No
3925,32342,18,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169,4,1358463600,16,3,1,0,0,0,0,1,0,0,0,0,1,No
3795,31377,66,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,24,3,1393714800,2,2,0,0,0,0,0,0,0,0,0,0,0,No
534,4821,15,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,423,12,1251842400,4,3,2,0,2,1,1,0,0,0,0,0,0,No
1341,11133,53,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,71,5,1389135600,2,3,0,0,0,0,0,0,0,0,0,0,0,No
1218,10207,34,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,276,14,1231282800,32,7,1,0,5,0,1,0,0,1,0,0,1,No
3373,27867,14,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,1,1347487200,20,0,0,0,0,0,0,0,0,0,0,0,0,No
1571,13004,23,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,332,9,1284588000,28,4,2,0,0,1,1,0,1,0,0,2,3,No
205,1785,65,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,178,4,1310335200,30,2,0,0,1,0,0,0,1,0,0,0,1,No
161,1333,59,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,66,6,1346709600,12,4,0,0,1,0,0,0,0,0,0,0,0,No
834,6987,53,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,202,4,1357426800,12,2,0,0,1,0,0,0,0,0,0,0,0,No
2173,17942,20,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,392,15,1226962800,16,5,4,0,1,1,3,0,0,0,0,0,0,No
785,6708,40,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,251,4,1352415600,12,2,1,0,0,0,0,0,0,0,0,0,0,No
1374,11487,61,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,156,2,1368050400,12,1,0,0,0,0,0,0,0,0,0,0,0,No
2361,19362,64,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,67,5,1352070000,12,3,0,0,0,0,1,0,0,0,0,0,0,No
3989,32897,26,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,185,3,1369519200,12,2,0,0,0,0,0,0,0,0,0,0,0,No
571,5174,73,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,172,3,1379023200,4,1,0,0,0,0,0,0,0,0,0,0,0,No
946,7810,34,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,250,2,1367964000,4,0,0,0,0,0,0,0,0,0,0,0,0,No
