@relation KTFGHU14_timestamp-weka.filters.supervised.attribute.NominalToBinary-weka.filters.supervised.instance.Resample-B0.0-S1-Z60.0-no-replacement-V

@attribute LocalId numeric
@attribute GlobalId numeric
@attribute Age numeric
@attribute Gender numeric
@attribute Region=SW numeric
@attribute Region=NE numeric
@attribute Region=SE numeric
@attribute Region=NW numeric
@attribute CityCode=M numeric
@attribute CityCode=S numeric
@attribute CityCode=D numeric
@attribute CityCode=G numeric
@attribute CityCode=B numeric
@attribute CityCode=K numeric
@attribute CityCode=P numeric
@attribute CityCode=R numeric
@attribute CityCode=F numeric
@attribute CityCode=Q numeric
@attribute CityCode=J numeric
@attribute CityCode=L numeric
@attribute CityCode=C numeric
@attribute CityCode=N numeric
@attribute CityCode=E numeric
@attribute CityCode=O numeric
@attribute CityCode=A numeric
@attribute CityCode=I numeric
@attribute CityCode=H numeric
@attribute TotalSpent numeric
@attribute TotalPur numeric
@attribute FirstPur numeric
@attribute LastPur numeric
@attribute NovelPur numeric
@attribute ChildPur numeric
@attribute YouthPur numeric
@attribute CookPur numeric
@attribute DiyPur numeric
@attribute RefPur numeric
@attribute ArtPur numeric
@attribute GeogPur numeric
@attribute ProvCook numeric
@attribute ProvAtlas numeric
@attribute ProvArt numeric
@attribute RelPur numeric
@attribute ProvPur {No,Yes}

@data
3512,29144,34,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,341,4,1305928800,24,0,0,1,1,1,1,0,0,0,0,0,0,No
3295,27174,64,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,147,3,1390086000,4,2,0,0,0,0,0,0,1,0,0,0,1,No
2908,23983,59,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,161,2,1357513200,16,1,0,0,0,0,0,1,0,1,0,0,2,No
2244,18466,46,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,51,2,1373493600,10,1,0,0,0,0,0,0,0,0,0,0,0,No
29,225,35,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,172,3,1357513200,16,2,0,0,0,0,1,0,0,0,0,0,0,No
2580,21336,54,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,44,1,1367877600,12,0,0,0,0,0,0,0,0,1,0,0,1,No
3361,27764,39,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,97,4,1342908000,16,2,0,0,2,0,0,0,0,0,0,0,0,No
1802,14859,58,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,4,1347228000,14,2,0,0,0,0,2,0,0,0,0,0,0,No
2197,18123,48,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,2,1321570800,30,1,0,0,1,0,0,1,0,0,0,0,1,No
1782,14684,55,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,63,5,1378677600,2,3,0,0,0,0,0,0,0,0,0,0,0,No
2713,22465,16,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,185,10,1353366000,6,4,0,1,0,2,0,0,2,0,0,0,2,No
3952,32599,59,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,314,5,1300662000,34,3,1,0,1,0,0,0,0,0,0,0,0,No
3093,25564,63,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,308,9,1278194400,8,2,1,1,1,1,0,0,0,0,0,0,0,No
3417,28254,63,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,4,1363993200,8,2,0,0,1,0,0,0,0,0,0,0,0,No
3233,26628,32,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,5,1357686000,10,3,0,0,1,0,0,1,0,0,0,0,1,No
3782,31295,15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,171,3,1358809200,16,2,1,0,0,0,0,0,0,0,0,0,0,No
1830,15091,56,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,165,9,1232838000,34,2,0,0,3,1,0,2,0,0,0,0,2,No
1978,16387,28,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,221,4,1358982000,10,2,0,0,1,0,0,2,0,0,0,0,2,No
3282,27065,52,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,193,5,1347055200,16,3,1,0,1,0,0,0,0,0,0,0,0,No
45,353,38,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,317,5,1327532400,10,2,0,0,0,0,0,1,1,0,0,0,2,No
3281,27059,49,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,8,1274047200,36,4,1,0,0,2,0,1,0,0,0,0,1,No
3265,26897,69,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,3,1352156400,10,1,1,0,0,0,0,0,0,0,0,0,0,No
2751,22751,62,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,125,4,1373580000,10,3,0,0,0,0,0,0,0,0,0,0,0,No
1852,15243,71,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,197,3,1359241200,12,1,1,0,0,0,0,0,1,2,0,0,3,No
1685,13902,29,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,330,10,1316296800,8,3,1,2,1,0,0,0,0,1,0,0,1,No
51,405,28,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,43,3,1331766000,24,1,1,0,0,0,0,1,0,0,0,0,1,No
52,409,42,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,233,11,1257894000,30,3,0,1,2,2,0,2,1,0,0,0,3,No
1726,14240,26,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,91,5,1353020400,16,3,1,0,1,0,0,1,0,0,0,0,1,No
54,436,21,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,310,10,1315346400,22,5,1,1,0,1,0,2,0,0,0,0,2,No
3211,26479,52,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,374,10,1278367200,20,4,1,2,1,0,1,0,3,0,0,0,3,No
3706,30803,12,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,6,1309644000,26,4,0,0,1,0,0,0,2,0,0,0,2,No
2040,16886,27,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188,6,1363042800,12,4,0,0,1,0,0,0,1,0,0,0,1,No
59,450,56,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,8,1321743600,22,5,1,0,2,0,0,0,0,0,0,0,0,No
2720,22543,61,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,398,16,1327446000,4,4,2,1,1,2,1,0,0,0,0,0,0,No
3388,28029,38,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,314,5,1326754800,28,4,0,0,0,0,1,0,0,0,0,0,0,No
2518,20756,61,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,6,1336687200,12,2,1,0,1,0,1,0,0,0,0,0,0,No
2079,17200,59,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,366,16,1168297200,32,6,4,1,2,1,0,0,1,0,0,1,2,No
1954,16173,31,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,426,14,1311199200,6,5,0,0,2,1,0,0,2,0,0,0,2,No
67,557,26,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,274,4,1295823600,34,2,1,0,0,1,0,0,0,0,0,0,0,No
2511,20640,27,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,268,20,1241733600,16,9,7,1,1,0,0,1,0,0,1,0,2,No
3968,32695,72,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,191,15,1200610800,12,3,2,2,4,0,1,2,1,2,0,0,5,No
3012,24897,63,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,3,1367445600,12,2,0,0,0,0,0,1,0,0,0,0,1,No
71,579,70,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,230,4,1363474800,10,2,1,0,0,0,0,0,0,0,0,0,0,No
2279,18681,58,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,31,3,1374530400,10,2,0,0,0,0,0,0,0,0,0,0,0,No
74,592,28,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,201,2,1378677600,8,1,0,0,0,0,0,0,0,0,0,0,0,No
2479,20395,30,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,222,4,1342648800,14,2,1,0,1,0,0,0,1,0,0,0,1,No
2695,22336,44,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,295,5,1358290800,8,3,0,0,1,0,0,0,2,0,0,0,2,No
1741,14349,55,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,185,5,1322089200,30,4,0,1,0,0,0,0,0,1,0,0,1,No
1876,15485,31,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,207,2,1374789600,10,1,0,0,0,0,0,0,0,0,0,0,0,No
2791,23100,59,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,290,3,1359154800,10,1,0,0,1,0,0,0,0,0,0,0,0,No
2017,16695,49,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,264,8,1299884400,16,2,2,1,2,0,0,0,0,0,1,0,1,No
83,650,67,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,195,5,1358895600,12,3,0,0,0,0,1,0,0,0,0,0,0,No
1854,15277,32,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,313,3,1373752800,10,2,0,0,0,0,0,0,0,0,0,0,0,No
2037,16846,63,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,417,17,1204585200,14,5,4,1,3,1,1,0,2,0,2,0,4,No
86,706,58,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,128,4,1359327600,10,2,1,0,0,0,0,0,0,0,0,0,0,No
89,721,53,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,292,4,1294527600,32,2,0,0,0,1,0,1,0,0,0,1,2,No
2741,22720,45,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,328,4,1358204400,8,2,0,0,1,0,0,1,0,0,0,0,1,No
2723,22564,31,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,146,8,1290034800,14,1,1,0,1,0,0,1,0,0,0,0,1,No
2119,17491,52,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,228,1,1380060000,8,0,0,0,0,0,0,0,0,0,0,0,0,No
2414,19834,51,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,130,5,1337292000,10,2,0,0,1,0,0,2,0,1,0,0,3,No
96,795,18,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,453,16,1183327200,14,4,1,1,3,1,3,0,3,1,1,0,5,No
2373,19440,57,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,147,6,1315605600,16,2,0,2,1,0,0,0,0,0,0,0,0,No
2442,20056,43,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,2,1389654000,4,1,0,0,0,0,0,1,0,0,0,0,1,No
1674,13842,12,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,37,6,1374789600,10,5,0,0,0,0,0,4,0,0,0,0,4,No
3649,30302,21,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,9,1288566000,8,2,0,0,2,1,2,0,0,0,0,1,1,No
3173,26167,37,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,382,18,1288998000,8,6,3,1,0,0,1,0,1,3,0,0,4,No
103,876,23,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,176,11,1347400800,6,4,2,1,1,0,0,0,0,1,0,0,1,No
104,883,62,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,182,12,1310594400,4,2,2,2,0,1,0,0,1,0,0,0,1,No
106,910,48,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,95,2,1393801200,2,1,0,0,0,0,0,0,0,0,0,0,0,No
3200,26348,51,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,2,1337551200,24,1,0,0,0,0,0,0,0,0,0,0,0,No
3618,30026,65,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,288,7,1357167600,2,2,1,0,0,0,0,0,0,0,0,0,0,No
2038,16850,22,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,229,9,1343253600,4,1,0,1,1,1,0,0,0,0,0,0,0,No
3131,25857,29,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,431,17,1216936800,14,6,1,3,4,1,0,0,3,0,0,0,3,No
3730,31021,63,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,4,1380060000,8,3,0,0,0,0,0,0,1,0,0,0,1,No
2860,23623,42,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,196,3,1374876000,10,2,0,0,0,0,0,0,0,0,0,0,0,No
2761,22825,65,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,268,8,1304719200,14,3,3,0,1,0,1,0,0,0,0,0,0,No
115,999,33,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,419,13,1273010400,14,5,1,1,4,1,0,0,1,0,0,0,1,No
116,1002,33,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,196,3,1384124400,2,1,0,0,0,0,0,0,0,0,0,0,0,No
117,1010,58,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,31,4,1383260400,6,3,0,0,0,0,0,0,0,0,0,0,0,No
118,1011,57,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,284,2,1374703200,10,1,0,0,0,0,0,0,0,0,0,0,0,No
119,1012,44,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,268,3,1352847600,14,1,1,0,0,0,0,1,0,0,0,0,1,No
3663,30460,60,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,110,5,1337378400,16,3,2,0,0,0,0,0,0,0,0,0,0,No
121,1054,49,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,74,4,1305151200,32,2,0,0,1,0,0,0,1,0,0,0,1,No
2010,16670,53,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,343,15,1226790000,10,3,2,2,1,1,2,0,2,0,2,0,4,No
2889,23847,57,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,275,5,1363993200,14,4,1,0,0,0,0,0,2,0,0,0,2,No
1650,13688,54,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,250,2,1363388400,14,1,0,0,0,0,0,0,0,0,0,0,0,No
125,1087,44,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,60,1,1310508000,34,0,0,0,0,0,1,0,0,0,0,0,0,No
126,1088,64,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,98,4,1359241200,12,2,1,0,0,0,0,0,0,0,0,0,0,No
127,1093,58,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,263,12,1247004000,12,4,1,1,3,0,0,1,1,0,0,0,2,No
128,1095,63,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,312,1,1373839200,10,0,0,0,0,0,0,0,0,0,0,0,0,No
1649,13684,53,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,122,1,1322089200,30,0,0,0,0,0,0,0,0,0,0,0,0,No
130,1103,49,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,205,2,1384038000,4,0,0,0,0,0,0,0,0,0,0,0,0,No
131,1119,32,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,285,2,1342648800,22,1,0,0,1,0,0,0,0,0,0,0,0,No
1765,14557,25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,186,5,1358895600,10,3,1,0,0,0,0,2,1,0,0,0,3,No
2836,23501,19,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,2,1357599600,16,1,0,0,0,0,0,1,0,1,0,0,2,No
135,1138,51,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,51,3,1368741600,4,1,0,0,0,0,0,0,0,0,0,0,0,No
136,1141,35,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,3,1342648800,18,1,1,0,1,0,0,0,0,1,0,0,1,No
137,1142,62,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,150,13,1327186800,2,3,1,1,1,2,1,0,0,0,1,0,1,No
138,1149,32,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,3,1383778800,6,2,0,0,0,0,0,0,0,0,0,0,0,No
2256,18562,22,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,249,6,1373580000,4,4,0,0,0,0,0,2,1,0,0,0,3,No
3433,28417,67,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,218,2,1348437600,12,0,0,0,1,0,0,0,0,1,0,0,1,No
142,1169,47,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,265,2,1359241200,16,1,0,0,1,0,0,0,0,0,0,0,0,No
2393,19601,55,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,381,13,1332712800,8,5,2,0,1,1,1,0,1,0,0,0,1,No
144,1172,64,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,216,3,1347141600,14,1,1,0,1,0,0,0,0,0,0,0,0,No
145,1185,57,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,283,14,1278280800,14,5,1,2,3,0,2,0,1,2,1,0,4,No
2763,22848,38,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,248,10,1300834800,10,3,1,0,3,1,0,1,1,0,0,0,2,No
2553,21059,14,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,89,2,1320188400,24,0,0,1,1,0,0,0,0,0,0,0,0,No
3909,32217,58,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,2,1358895600,16,1,1,0,0,0,0,0,0,0,0,0,0,No
3013,24913,52,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,110,5,1369173600,12,4,0,0,0,0,0,1,0,0,0,0,1,No
3518,29199,25,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,298,5,1369605600,10,3,0,0,0,0,0,2,0,0,0,0,2,No
2190,18083,52,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,151,14,1226098800,34,4,1,1,3,0,1,0,0,0,0,0,0,No
152,1253,15,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,285,3,1362610800,12,1,1,0,0,0,0,0,0,0,0,0,0,No
3891,32101,32,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,246,3,1322002800,30,2,0,0,0,0,0,1,0,0,0,0,1,No
2984,24684,16,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,89,3,1372888800,8,1,0,0,0,0,0,0,0,0,0,0,0,No
3443,28548,34,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,1,1368309600,12,0,0,0,0,0,0,0,0,0,0,0,0,No
156,1300,39,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,200,12,1322089200,4,3,2,2,1,0,2,0,0,0,0,0,0,No
3329,27424,56,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,282,2,1332025200,26,1,0,0,0,1,0,0,1,0,0,0,1,No
158,1319,31,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,309,12,1294527600,4,1,1,1,2,2,0,0,1,1,0,0,2,No
